
"WOS:000073794600033","Web of Science (Lite)"
"WOS:000328646300010","Web of Science (Lite)"
"WOS:000281958800010","Web of Science (Lite)"
"WOS:000074441600005","Web of Science (Lite)"
"WOS:A1986C602500016","Web of Science (Lite)"
"WOS:A1983QF51500013","Web of Science (Lite)"
"WOS:000350274500043","Web of Science (Lite)"
"WOS:000243695300007","Web of Science (Lite)"
"WOS:000231319500008","Web of Science (Lite)"
"WOS:000179159400006","Web of Science (Lite)"
"WOS:000073794600026","Web of Science (Lite)"
"WOS:A1986C661400001","Web of Science (Lite)"
"WOS:000268480500006","Web of Science (Lite)"
"WOS:A1989AX66900022","Web of Science (Lite)"
"WOS:000320610700004","Web of Science (Lite)"
"WOS:A1980LT95700001","Web of Science (Lite)"
"20133908","PubMed"
"WOS:000231319500011","Web of Science (Lite)"
"WOS:A1980JV25000005","Web of Science (Lite)"
"WOS:000302604900005","Web of Science (Lite)"
"WOS:000321093600004","Web of Science (Lite)"
"WOS:A1991GL89900007","Web of Science (Lite)"
"WOS:000236206505171","Web of Science (Lite)"
"22837985","PubMed"
"WOS:A1995QL17200020","Web of Science (Lite)"
"WOS:000228243700015","Web of Science (Lite)"
"WOS:000283558700005","Web of Science (Lite)"
"WOS:000333539400044","Web of Science (Lite)"
"9993800","PubMed"
"WOS:000361478600016","Web of Science (Lite)"
"WOS:000255075100002","Web of Science (Lite)"
"8781516","PubMed"
"WOS:000207593903141","Web of Science (Lite)"
"WOS:000285089100001","Web of Science (Lite)"
"WOS:A1994NL38500040","Web of Science (Lite)"
"WOS:A1992JG45200004","Web of Science (Lite)"
"WOS:000273473200069","Web of Science (Lite)"
"WOS:000309040600041","Web of Science (Lite)"
"WOS:A1997XB77200005","Web of Science (Lite)"
"WOS:000248178600004","Web of Science (Lite)"
"WOS:A1989CH99100022","Web of Science (Lite)"
"WOS:000278188500025","Web of Science (Lite)"
"WOS:000343091700071","Web of Science (Lite)"
"WOS:000265919300016","Web of Science (Lite)"
"WOS:000275377800009","Web of Science (Lite)"
"WOS:000239937200014","Web of Science (Lite)"
"WOS:A1997XK66600010","Web of Science (Lite)"
"WOS:000255046700019","Web of Science (Lite)"
"WOS:000166750600003","Web of Science (Lite)"
"WOS:000296065700036","Web of Science (Lite)"
"WOS:A1994NF51200002","Web of Science (Lite)"
"WOS:000085645700009","Web of Science (Lite)"
"WOS:A1993MF09200002","Web of Science (Lite)"
"WOS:000278913100006","Web of Science (Lite)"
"WOS:000261214400062","Web of Science (Lite)"
"WOS:A1996UP57100001","Web of Science (Lite)"
"WOS:000334300400047","Web of Science (Lite)"
"16351116","PubMed"
"WOS:000329993500025","Web of Science (Lite)"
"WOS:000268282400023","Web of Science (Lite)"
"WOS:A1991FA43700569","Web of Science (Lite)"
"WOS:000177638700002","Web of Science (Lite)"
"WOS:000177638700003","Web of Science (Lite)"
"WOS:000309040600064","Web of Science (Lite)"
"WOS:000263298700049","Web of Science (Lite)"
"WOS:A1993MC13700003","Web of Science (Lite)"
"WOS:000080201700215","Web of Science (Lite)"
"WOS:000256856000016","Web of Science (Lite)"
"18545653","PubMed"
"WOS:000176296802636","Web of Science (Lite)"
"WOS:000335217600002","Web of Science (Lite)"
"WOS:A1986C490000004","Web of Science (Lite)"
"WOS:000234214800033","Web of Science (Lite)"
"WOS:000342773100014","Web of Science (Lite)"
"WOS:000291893000002","Web of Science (Lite)"
"WOS:000229064600033","Web of Science (Lite)"
"WOS:000367280000011","Web of Science (Lite)"
"WOS:000169330000008","Web of Science (Lite)"
"WOS:A1984TC46400003","Web of Science (Lite)"
"WOS:A1997WR36700040","Web of Science (Lite)"
"WOS:000078022300001","Web of Science (Lite)"
"WOS:000253260000009","Web of Science (Lite)"
"WOS:A1987K858500029","Web of Science (Lite)"
"WOS:000087914500018","Web of Science (Lite)"
"WOS:000272426500003","Web of Science (Lite)"
"WOS:A1983QU08900001","Web of Science (Lite)"
"WOS:000359181000010","Web of Science (Lite)"
"WOS:A1994NX06900001","Web of Science (Lite)"
"WOS:A1987F379700001","Web of Science (Lite)"
"WOS:A1990EQ56600009","Web of Science (Lite)"
"WOS:000275970600033","Web of Science (Lite)"
"WOS:A1986C625100008","Web of Science (Lite)"
