art,per,gname,mname,fname
http://scholars.cornell.edu/individual/UR-6702,http://scholars.cornell.edu/individual/raj15,Robert,A,Jarrow
http://scholars.cornell.edu/individual/UR-417882,http://scholars.cornell.edu/individual/kch7,Kenneth,Clark,Hover
http://scholars.cornell.edu/individual/UR-35934,http://scholars.cornell.edu/individual/jab16,Joseph,Arthur,Burns
http://scholars.cornell.edu/individual/UR-287985,http://scholars.cornell.edu/individual/dhb2,Donald,H,Bilderback
http://scholars.cornell.edu/individual/UR-418147,http://scholars.cornell.edu/individual/nmm63,Natalie,M,Mahowald
http://scholars.cornell.edu/individual/UR-429053,http://scholars.cornell.edu/individual/lae37,Lara,A,Estroff
http://scholars.cornell.edu/individual/UR-415671,http://scholars.cornell.edu/individual/dbs10,David,B,Shmoys
http://scholars.cornell.edu/individual/UR-454023,http://scholars.cornell.edu/individual/mw46,Michael,,Waldman
http://scholars.cornell.edu/individual/UR-416437,http://scholars.cornell.edu/individual/gs272,Gookwon Edward,,Suh
http://scholars.cornell.edu/individual/UR-230710,http://scholars.cornell.edu/individual/rjt1,Robert,John,Thomas
http://scholars.cornell.edu/individual/UR-416231,http://scholars.cornell.edu/individual/cko3,Christopher,Kemper,Ober
http://scholars.cornell.edu/individual/UR-416218,http://scholars.cornell.edu/individual/cko3,Christopher,Kemper,Ober
http://scholars.cornell.edu/individual/UR-303817,http://scholars.cornell.edu/individual/dah5,David,A,Hammer
http://scholars.cornell.edu/individual/UR-303817,http://scholars.cornell.edu/individual/jbg2,John,Bowdoin,Greenly
http://scholars.cornell.edu/individual/UR-397453,http://scholars.cornell.edu/individual/lp26,Lois,,Pollack
http://scholars.cornell.edu/individual/UR-230817,http://scholars.cornell.edu/individual/rjt1,Robert,John,Thomas
http://scholars.cornell.edu/individual/UR-248772,http://scholars.cornell.edu/individual/awb8,Adam,Wojciech,Bojanczyk
http://scholars.cornell.edu/individual/UR-448690,http://scholars.cornell.edu/individual/yg33,Yaniv,,Grinstein
http://scholars.cornell.edu/individual/UR-417490,http://scholars.cornell.edu/individual/mgs22,Michael,G,Spencer
http://scholars.cornell.edu/individual/UR-252561,http://scholars.cornell.edu/individual/jab16,Joseph,Arthur,Burns
http://scholars.cornell.edu/individual/UR-418292,http://scholars.cornell.edu/individual/slp6,Stuart,Leigh,Phoenix
http://scholars.cornell.edu/individual/UR-261025,http://scholars.cornell.edu/individual/apr5,Anthony,P,Reeves
http://scholars.cornell.edu/individual/UR-366162,http://scholars.cornell.edu/individual/phs7,Paul,Herman,Steen
http://scholars.cornell.edu/individual/UR-443468,http://scholars.cornell.edu/individual/od57,Olivier,,Desjardins
http://scholars.cornell.edu/individual/UR-260476,http://scholars.cornell.edu/individual/ds636,Darrell,,Schlom
http://scholars.cornell.edu/individual/UR-361834,http://scholars.cornell.edu/individual/crp10,Clifford,Raymond,Pollock
http://scholars.cornell.edu/individual/UR-416761,http://scholars.cornell.edu/individual/rd32,Rudiger,,Dieckmann
http://scholars.cornell.edu/individual/UR-367782,http://scholars.cornell.edu/individual/lt35,Lang,,Tong
http://scholars.cornell.edu/individual/UR-416820,http://scholars.cornell.edu/individual/rd32,Rudiger,,Dieckmann
http://scholars.cornell.edu/individual/UR-418431,http://scholars.cornell.edu/individual/ubw1,Ulrich,B,Wiesner
http://scholars.cornell.edu/individual/UR-360045,http://scholars.cornell.edu/individual/dm24,David,Anthony,Muller
http://scholars.cornell.edu/individual/UR-82281,http://scholars.cornell.edu/individual/md255,Matthew,,DeLisa
http://scholars.cornell.edu/individual/UR-225603,http://scholars.cornell.edu/individual/mck13,Michael,Charles,Kelley
http://scholars.cornell.edu/individual/UR-455826,http://scholars.cornell.edu/individual/gak56,George,Andrew,Karolyi
http://scholars.cornell.edu/individual/UR-122779,http://scholars.cornell.edu/individual/epg2,Emmanuel,P,Giannelis
http://scholars.cornell.edu/individual/UR-362297,http://scholars.cornell.edu/individual/rhr2,Richard,Herbert,Rand
http://scholars.cornell.edu/individual/UR-82311,http://scholars.cornell.edu/individual/md255,Matthew,,DeLisa
http://scholars.cornell.edu/individual/UR-360062,http://scholars.cornell.edu/individual/dm24,David,Anthony,Muller
http://scholars.cornell.edu/individual/UR-17055,http://scholars.cornell.edu/individual/dhb2,Donald,H,Bilderback
http://scholars.cornell.edu/individual/UR-391513,http://scholars.cornell.edu/individual/cko3,Christopher,Kemper,Ober
http://scholars.cornell.edu/individual/UR-444325,http://scholars.cornell.edu/individual/eck5,Edwin,Chihchuan,Kan
http://scholars.cornell.edu/individual/UR-391490,http://scholars.cornell.edu/individual/cko3,Christopher,Kemper,Ober
http://scholars.cornell.edu/individual/UR-271832,http://scholars.cornell.edu/individual/hgc1,Harold,G,Craighead
http://scholars.cornell.edu/individual/UR-271366,http://scholars.cornell.edu/individual/hgc1,Harold,G,Craighead
http://scholars.cornell.edu/individual/UR-418347,http://scholars.cornell.edu/individual/cs639,Christoph,,Studer
http://scholars.cornell.edu/individual/UR-74960,http://scholars.cornell.edu/individual/hgc1,Harold,G,Craighead
http://scholars.cornell.edu/individual/UR-324727,http://scholars.cornell.edu/individual/eck5,Edwin,Chihchuan,Kan
http://scholars.cornell.edu/individual/UR-52613,http://scholars.cornell.edu/individual/mrk93,Michael,R,King
http://scholars.cornell.edu/individual/UR-284108,http://scholars.cornell.edu/individual/jre7,James,R,Engstrom
http://scholars.cornell.edu/individual/UR-284108,http://scholars.cornell.edu/individual/dm24,David,Anthony,Muller
http://scholars.cornell.edu/individual/UR-416540,http://scholars.cornell.edu/individual/rbv2,Robert,B,Van Dover
http://scholars.cornell.edu/individual/UR-339515,http://scholars.cornell.edu/individual/al274,Amit,,Lal
http://scholars.cornell.edu/individual/UR-397182,http://scholars.cornell.edu/individual/dj326,Debdeep,,Jena
http://scholars.cornell.edu/individual/UR-417418,http://scholars.cornell.edu/individual/st222,Sandip,,Tiwari
http://scholars.cornell.edu/individual/UR-417889,http://scholars.cornell.edu/individual/kch7,Kenneth,Clark,Hover
http://scholars.cornell.edu/individual/UR-408143,http://scholars.cornell.edu/individual/hc63,Hsiao-Dong,,Chiang
http://scholars.cornell.edu/individual/UR-6873,http://scholars.cornell.edu/individual/sda4,Shivaun,D,Archer
http://scholars.cornell.edu/individual/UR-6873,http://scholars.cornell.edu/individual/lb244,Lawrence,,Bonassar
http://scholars.cornell.edu/individual/UR-364303,http://scholars.cornell.edu/individual/jrs27,James,Richard,Shealy
http://scholars.cornell.edu/individual/UR-418373,http://scholars.cornell.edu/individual/gs18,Gennady,,Samorodnitsky
http://scholars.cornell.edu/individual/UR-252496,http://scholars.cornell.edu/individual/jab16,Joseph,Arthur,Burns
http://scholars.cornell.edu/individual/UR-417768,http://scholars.cornell.edu/individual/ra477,Ricardo,,Alvarez Daziano
http://scholars.cornell.edu/individual/UR-452489,http://scholars.cornell.edu/individual/vg77,Vishal,,Gaur
http://scholars.cornell.edu/individual/UR-261885,http://scholars.cornell.edu/individual/jlc34,John,Luther,Cisne
http://scholars.cornell.edu/individual/UR-303771,http://scholars.cornell.edu/individual/jwt54,Jefferson,William,Tester
http://scholars.cornell.edu/individual/UR-6056,http://scholars.cornell.edu/individual/cx10,Chunhui,,Xu
http://scholars.cornell.edu/individual/UR-211497,http://scholars.cornell.edu/individual/dbw59,Dawn,B,Woodard
http://scholars.cornell.edu/individual/UR-453438,http://scholars.cornell.edu/individual/mo19,Maureen,,O'Hara
http://scholars.cornell.edu/individual/UR-367392,http://scholars.cornell.edu/individual/mot1,Michael,Olgar,Thompson
http://scholars.cornell.edu/individual/UR-417872,http://scholars.cornell.edu/individual/mc288,Mark,,Campbell
http://scholars.cornell.edu/individual/UR-396006,http://scholars.cornell.edu/individual/as2833,Ankur,,Singh
http://scholars.cornell.edu/individual/UR-453810,http://scholars.cornell.edu/individual/rwh5,Ronald,W,Hilton
http://scholars.cornell.edu/individual/UR-416849,http://scholars.cornell.edu/individual/at422,Ao,,Tang
http://scholars.cornell.edu/individual/UR-71258,http://scholars.cornell.edu/individual/gdf9,Gregory,David,Fuchs
http://scholars.cornell.edu/individual/UR-361041,http://scholars.cornell.edu/individual/wlo1,William,Lee,Olbricht
http://scholars.cornell.edu/individual/UR-6659,http://scholars.cornell.edu/individual/raj15,Robert,A,Jarrow
http://scholars.cornell.edu/individual/UR-416616,http://scholars.cornell.edu/individual/myl3,Michel,Yves,Louge
http://scholars.cornell.edu/individual/UR-274828,http://scholars.cornell.edu/individual/mpm4,Matthew,Peter,Miller
http://scholars.cornell.edu/individual/UR-361601,http://scholars.cornell.edu/individual/wdp2,William,Douglas,Philpot
http://scholars.cornell.edu/individual/UR-361691,http://scholars.cornell.edu/individual/slp6,Stuart,Leigh,Phoenix
http://scholars.cornell.edu/individual/UR-416587,http://scholars.cornell.edu/individual/jc62,John,Richard,Callister
http://scholars.cornell.edu/individual/UR-394728,http://scholars.cornell.edu/individual/ds264,Dmitry,,Savransky
http://scholars.cornell.edu/individual/UR-443901,http://scholars.cornell.edu/individual/mdg12,Mircea,Dan,Grigoriu
http://scholars.cornell.edu/individual/UR-366102,http://scholars.cornell.edu/individual/jrs5,Jery,Russell,Stedinger
http://scholars.cornell.edu/individual/UR-92594,http://scholars.cornell.edu/individual/lae37,Lara,A,Estroff
http://scholars.cornell.edu/individual/UR-391516,http://scholars.cornell.edu/individual/cko3,Christopher,Kemper,Ober
http://scholars.cornell.edu/individual/UR-368983,http://scholars.cornell.edu/individual/aba25,Alyssa,B,Apsel
http://scholars.cornell.edu/individual/UR-361952,http://scholars.cornell.edu/individual/sbp2,Stephen,Bailey,Pope
http://scholars.cornell.edu/individual/UR-361640,http://scholars.cornell.edu/individual/slp6,Stuart,Leigh,Phoenix
http://scholars.cornell.edu/individual/UR-324617,http://scholars.cornell.edu/individual/eck5,Edwin,Chihchuan,Kan
http://scholars.cornell.edu/individual/UR-417840,http://scholars.cornell.edu/individual/dap43,David,A,Putnam
http://scholars.cornell.edu/individual/UR-235687,http://scholars.cornell.edu/individual/rwa1,Richard,Waldron,Allmendinger
http://scholars.cornell.edu/individual/UR-325631,http://scholars.cornell.edu/individual/smk16,Suzanne,Mahlburg,Kay
http://scholars.cornell.edu/individual/UR-276699,http://scholars.cornell.edu/individual/lad9,Louis,A,Derry
http://scholars.cornell.edu/individual/UR-254940,http://scholars.cornell.edu/individual/ldb7,Larry,Douglas,Brown
http://scholars.cornell.edu/individual/UR-254940,http://scholars.cornell.edu/individual/ah363,Andrew,,Hunter
http://scholars.cornell.edu/individual/UR-254940,http://scholars.cornell.edu/individual/lmc19,Lawrence,M,Cathles
http://scholars.cornell.edu/individual/UR-55623,http://scholars.cornell.edu/individual/jd694,Jiangang,,Dai
http://scholars.cornell.edu/individual/UR-287889,http://scholars.cornell.edu/individual/mls50,Michael,Louis,Shuler
http://scholars.cornell.edu/individual/UR-313859,http://scholars.cornell.edu/individual/rgh27,Richard,G,Hennig
http://scholars.cornell.edu/individual/UR-252457,http://scholars.cornell.edu/individual/wdp2,William,Douglas,Philpot
http://scholars.cornell.edu/individual/UR-364324,http://scholars.cornell.edu/individual/jrs27,James,Richard,Shealy
http://scholars.cornell.edu/individual/UR-415767,http://scholars.cornell.edu/individual/aba6,Alan,Brad,Anton
http://scholars.cornell.edu/individual/UR-35928,http://scholars.cornell.edu/individual/jab16,Joseph,Arthur,Burns
http://scholars.cornell.edu/individual/UR-359769,http://scholars.cornell.edu/individual/jam61,John,Anthony,Muckstadt
http://scholars.cornell.edu/individual/UR-443478,http://scholars.cornell.edu/individual/jjp274,Jamol,J,Pender
http://scholars.cornell.edu/individual/UR-11391,http://scholars.cornell.edu/individual/apr5,Anthony,P,Reeves
http://scholars.cornell.edu/individual/UR-364367,http://scholars.cornell.edu/individual/jrs27,James,Richard,Shealy
http://scholars.cornell.edu/individual/UR-453670,http://scholars.cornell.edu/individual/wbb1,Warren,B,Bailey
http://scholars.cornell.edu/individual/UR-6925,http://scholars.cornell.edu/individual/cx10,Chunhui,,Xu
http://scholars.cornell.edu/individual/UR-363261,http://scholars.cornell.edu/individual/gs18,Gennady,,Samorodnitsky
http://scholars.cornell.edu/individual/UR-369181,http://scholars.cornell.edu/individual/zw16,Zellman,,Warhaft
http://scholars.cornell.edu/individual/UR-6841,http://scholars.cornell.edu/individual/lb244,Lawrence,,Bonassar
http://scholars.cornell.edu/individual/UR-417922,http://scholars.cornell.edu/individual/js2765,Jin,,Suntivich
http://scholars.cornell.edu/individual/UR-142127,http://scholars.cornell.edu/individual/dm24,David,Anthony,Muller
http://scholars.cornell.edu/individual/UR-46820,http://scholars.cornell.edu/individual/ldb7,Larry,Douglas,Brown
http://scholars.cornell.edu/individual/UR-416647,http://scholars.cornell.edu/individual/mdg12,Mircea,Dan,Grigoriu
http://scholars.cornell.edu/individual/UR-416209,http://scholars.cornell.edu/individual/cko3,Christopher,Kemper,Ober
http://scholars.cornell.edu/individual/UR-264432,http://scholars.cornell.edu/individual/dlk15,Donald,L,Koch
http://scholars.cornell.edu/individual/UR-418205,http://scholars.cornell.edu/individual/jft66,John,Francis Hugh,Thompson
http://scholars.cornell.edu/individual/UR-225881,http://scholars.cornell.edu/individual/mck13,Michael,Charles,Kelley
http://scholars.cornell.edu/individual/UR-416795,http://scholars.cornell.edu/individual/rd32,Rudiger,,Dieckmann
http://scholars.cornell.edu/individual/UR-352508,http://scholars.cornell.edu/individual/bk88,Brian,,Kirby
http://scholars.cornell.edu/individual/UR-453845,http://scholars.cornell.edu/individual/eam33,Elizabeth,A,Mannix
http://scholars.cornell.edu/individual/UR-235710,http://scholars.cornell.edu/individual/rwa1,Richard,Waldron,Allmendinger
http://scholars.cornell.edu/individual/UR-453741,http://scholars.cornell.edu/individual/rhf3,Robert,H,Frank
http://scholars.cornell.edu/individual/UR-225563,http://scholars.cornell.edu/individual/mck13,Michael,Charles,Kelley
http://scholars.cornell.edu/individual/UR-416823,http://scholars.cornell.edu/individual/sbp2,Stephen,Bailey,Pope
http://scholars.cornell.edu/individual/UR-6812,http://scholars.cornell.edu/individual/lvo2,Levent,V,Orman
http://scholars.cornell.edu/individual/UR-417624,http://scholars.cornell.edu/individual/cs385,Chris,,Schaffer
http://scholars.cornell.edu/individual/UR-417663,http://scholars.cornell.edu/individual/lt35,Lang,,Tong
http://scholars.cornell.edu/individual/UR-233011,http://scholars.cornell.edu/individual/ea85,Ehsan,,Afshari
http://scholars.cornell.edu/individual/UR-284095,http://scholars.cornell.edu/individual/jre7,James,R,Engstrom
http://scholars.cornell.edu/individual/UR-82295,http://scholars.cornell.edu/individual/md255,Matthew,,DeLisa
http://scholars.cornell.edu/individual/UR-367371,http://scholars.cornell.edu/individual/mot1,Michael,Olgar,Thompson
http://scholars.cornell.edu/individual/UR-35942,http://scholars.cornell.edu/individual/jab16,Joseph,Arthur,Burns
http://scholars.cornell.edu/individual/UR-402319,http://scholars.cornell.edu/individual/mc288,Mark,,Campbell
http://scholars.cornell.edu/individual/UR-417948,http://scholars.cornell.edu/individual/mpm4,Matthew,Peter,Miller
http://scholars.cornell.edu/individual/UR-417360,http://scholars.cornell.edu/individual/crj2,Charles,R,Johnson
http://scholars.cornell.edu/individual/UR-92297,http://scholars.cornell.edu/individual/de54,David,,Erickson
http://scholars.cornell.edu/individual/UR-391664,http://scholars.cornell.edu/individual/xs66,Xiling,,Shen
http://scholars.cornell.edu/individual/UR-418028,http://scholars.cornell.edu/individual/ubw1,Ulrich,B,Wiesner
http://scholars.cornell.edu/individual/UR-225989,http://scholars.cornell.edu/individual/mck13,Michael,Charles,Kelley
http://scholars.cornell.edu/individual/UR-416117,http://scholars.cornell.edu/individual/pll3,Philip,Li-Fan,Liu
http://scholars.cornell.edu/individual/UR-415117,http://scholars.cornell.edu/individual/mcv3,Marjolein,,van der Meulen
http://scholars.cornell.edu/individual/UR-417080,http://scholars.cornell.edu/individual/fe13,Fernando,,Escobedo
http://scholars.cornell.edu/individual/UR-366056,http://scholars.cornell.edu/individual/jrs5,Jery,Russell,Stedinger
http://scholars.cornell.edu/individual/UR-442183,http://scholars.cornell.edu/individual/kch7,Kenneth,Clark,Hover
http://scholars.cornell.edu/individual/UR-74990,http://scholars.cornell.edu/individual/hgc1,Harold,G,Craighead
http://scholars.cornell.edu/individual/UR-364339,http://scholars.cornell.edu/individual/jrs27,James,Richard,Shealy
http://scholars.cornell.edu/individual/UR-322742,http://scholars.cornell.edu/individual/tej1,Teresa,Eileen,Jordan
http://scholars.cornell.edu/individual/UR-415958,http://scholars.cornell.edu/individual/hgc1,Harold,G,Craighead
http://scholars.cornell.edu/individual/UR-417507,http://scholars.cornell.edu/individual/mgs22,Michael,G,Spencer
http://scholars.cornell.edu/individual/UR-259758,http://scholars.cornell.edu/individual/mls50,Michael,Louis,Shuler
http://scholars.cornell.edu/individual/UR-417931,http://scholars.cornell.edu/individual/mc288,Mark,,Campbell
http://scholars.cornell.edu/individual/UR-284096,http://scholars.cornell.edu/individual/jre7,James,R,Engstrom
http://scholars.cornell.edu/individual/UR-402723,http://scholars.cornell.edu/individual/mls50,Michael,Louis,Shuler
http://scholars.cornell.edu/individual/UR-367346,http://scholars.cornell.edu/individual/mot1,Michael,Olgar,Thompson
http://scholars.cornell.edu/individual/UR-418465,http://scholars.cornell.edu/individual/lb244,Lawrence,,Bonassar
http://scholars.cornell.edu/individual/UR-369053,http://scholars.cornell.edu/individual/zw24,Zheng,Jane,Wang
http://scholars.cornell.edu/individual/UR-389618,http://scholars.cornell.edu/individual/hc63,Hsiao-Dong,,Chiang
http://scholars.cornell.edu/individual/UR-52664,http://scholars.cornell.edu/individual/jtb47,Jonathan,T,Butcher
http://scholars.cornell.edu/individual/UR-364784,http://scholars.cornell.edu/individual/mls50,Michael,Louis,Shuler
http://scholars.cornell.edu/individual/UR-332113,http://scholars.cornell.edu/individual/dlk15,Donald,L,Koch
http://scholars.cornell.edu/individual/UR-362004,http://scholars.cornell.edu/individual/sbp2,Stephen,Bailey,Pope
http://scholars.cornell.edu/individual/UR-417219,http://scholars.cornell.edu/individual/kz33,Ke,,Zhang
http://scholars.cornell.edu/individual/UR-418251,http://scholars.cornell.edu/individual/mck13,Michael,Charles,Kelley
http://scholars.cornell.edu/individual/UR-182524,http://scholars.cornell.edu/individual/jl2792,Jan,,Lammerding
http://scholars.cornell.edu/individual/UR-417314,http://scholars.cornell.edu/individual/alr3,Andy,Lee,Ruina
http://scholars.cornell.edu/individual/UR-427550,http://scholars.cornell.edu/individual/lf56,Lena,Fitting,Kourkoutis
http://scholars.cornell.edu/individual/UR-416781,http://scholars.cornell.edu/individual/rd32,Rudiger,,Dieckmann
http://scholars.cornell.edu/individual/UR-416075,http://scholars.cornell.edu/individual/jre7,James,R,Engstrom
http://scholars.cornell.edu/individual/UR-415563,http://scholars.cornell.edu/individual/cko3,Christopher,Kemper,Ober
http://scholars.cornell.edu/individual/UR-400379,http://scholars.cornell.edu/individual/lf56,Lena,Fitting,Kourkoutis
http://scholars.cornell.edu/individual/UR-400379,http://scholars.cornell.edu/individual/dm24,David,Anthony,Muller
http://scholars.cornell.edu/individual/UR-313793,http://scholars.cornell.edu/individual/rbv2,Robert,B,Van Dover
http://scholars.cornell.edu/individual/UR-225496,http://scholars.cornell.edu/individual/mck13,Michael,Charles,Kelley
http://scholars.cornell.edu/individual/UR-321271,http://scholars.cornell.edu/individual/jtj2,James,Thomas,Jenkins
http://scholars.cornell.edu/individual/UR-366040,http://scholars.cornell.edu/individual/jrs5,Jery,Russell,Stedinger
http://scholars.cornell.edu/individual/UR-442272,http://scholars.cornell.edu/individual/lkn3,Linda,K,Nozick
http://scholars.cornell.edu/individual/UR-332042,http://scholars.cornell.edu/individual/dlk15,Donald,L,Koch
http://scholars.cornell.edu/individual/UR-232178,http://scholars.cornell.edu/individual/laa25,Lynden,A,Archer
http://scholars.cornell.edu/individual/UR-363254,http://scholars.cornell.edu/individual/gs18,Gennady,,Samorodnitsky
http://scholars.cornell.edu/individual/UR-361984,http://scholars.cornell.edu/individual/sbp2,Stephen,Bailey,Pope
http://scholars.cornell.edu/individual/UR-391663,http://scholars.cornell.edu/individual/xs66,Xiling,,Shen
http://scholars.cornell.edu/individual/UR-448991,http://scholars.cornell.edu/individual/rm34,Roni,,Michaely
http://scholars.cornell.edu/individual/UR-364231,http://scholars.cornell.edu/individual/ces7,Charles,Eugene,Seyler
http://scholars.cornell.edu/individual/UR-230701,http://scholars.cornell.edu/individual/rjt1,Robert,John,Thomas
http://scholars.cornell.edu/individual/UR-416487,http://scholars.cornell.edu/individual/jwt54,Jefferson,William,Tester
http://scholars.cornell.edu/individual/UR-74951,http://scholars.cornell.edu/individual/hgc1,Harold,G,Craighead
http://scholars.cornell.edu/individual/UR-372643,http://scholars.cornell.edu/individual/mcv3,Marjolein,,van der Meulen
http://scholars.cornell.edu/individual/UR-433893,http://scholars.cornell.edu/individual/ds636,Darrell,,Schlom
http://scholars.cornell.edu/individual/UR-433893,http://scholars.cornell.edu/individual/cjf76,Craig,James,Fennie
http://scholars.cornell.edu/individual/UR-390874,http://scholars.cornell.edu/individual/bk88,Brian,,Kirby
http://scholars.cornell.edu/individual/UR-365757,http://scholars.cornell.edu/individual/mgs22,Michael,G,Spencer
http://scholars.cornell.edu/individual/UR-332132,http://scholars.cornell.edu/individual/dlk15,Donald,L,Koch
http://scholars.cornell.edu/individual/UR-418075,http://scholars.cornell.edu/individual/ubw1,Ulrich,B,Wiesner
http://scholars.cornell.edu/individual/UR-391569,http://scholars.cornell.edu/individual/cko3,Christopher,Kemper,Ober
http://scholars.cornell.edu/individual/UR-169946,http://scholars.cornell.edu/individual/sir1,Sidney,Ira,Resnick
http://scholars.cornell.edu/individual/UR-454008,http://scholars.cornell.edu/individual/ljt3,Louis,Joseph,Thomas
http://scholars.cornell.edu/individual/UR-239773,http://scholars.cornell.edu/individual/dm24,David,Anthony,Muller
http://scholars.cornell.edu/individual/UR-299346,http://scholars.cornell.edu/individual/epg2,Emmanuel,P,Giannelis
http://scholars.cornell.edu/individual/UR-364310,http://scholars.cornell.edu/individual/jrs27,James,Richard,Shealy
http://scholars.cornell.edu/individual/UR-417958,http://scholars.cornell.edu/individual/jd694,Jiangang,,Dai
http://scholars.cornell.edu/individual/UR-416796,http://scholars.cornell.edu/individual/rd32,Rudiger,,Dieckmann
http://scholars.cornell.edu/individual/UR-453788,http://scholars.cornell.edu/individual/sg337,Srinagesh,,Gavirneni
http://scholars.cornell.edu/individual/UR-287879,http://scholars.cornell.edu/individual/mls50,Michael,Louis,Shuler
http://scholars.cornell.edu/individual/UR-393269,http://scholars.cornell.edu/individual/md255,Matthew,,DeLisa
http://scholars.cornell.edu/individual/UR-415476,http://scholars.cornell.edu/individual/th358,Tobias,,Hanrath
http://scholars.cornell.edu/individual/UR-287860,http://scholars.cornell.edu/individual/mls50,Michael,Louis,Shuler
http://scholars.cornell.edu/individual/UR-299362,http://scholars.cornell.edu/individual/epg2,Emmanuel,P,Giannelis
http://scholars.cornell.edu/individual/UR-417554,http://scholars.cornell.edu/individual/fe13,Fernando,,Escobedo
http://scholars.cornell.edu/individual/UR-322695,http://scholars.cornell.edu/individual/ylj2,Yong,L,Joo
http://scholars.cornell.edu/individual/UR-418525,http://scholars.cornell.edu/individual/jam262,Jeffrey,Andrew,Moses
http://scholars.cornell.edu/individual/UR-34672,http://scholars.cornell.edu/individual/fww1,Frank,William,Wise
http://scholars.cornell.edu/individual/UR-339556,http://scholars.cornell.edu/individual/fww1,Frank,William,Wise
http://scholars.cornell.edu/individual/UR-362153,http://scholars.cornell.edu/individual/mlp4,Mark,Lockwood,Psiaki
http://scholars.cornell.edu/individual/UR-416083,http://scholars.cornell.edu/individual/cf99,Claudia,,Fischbach
http://scholars.cornell.edu/individual/UR-416747,http://scholars.cornell.edu/individual/epg2,Emmanuel,P,Giannelis
http://scholars.cornell.edu/individual/UR-361839,http://scholars.cornell.edu/individual/crp10,Clifford,Raymond,Pollock
http://scholars.cornell.edu/individual/UR-369909,http://scholars.cornell.edu/individual/wrz2,Warren,R,Zipfel
http://scholars.cornell.edu/individual/UR-209031,http://scholars.cornell.edu/individual/dw36,David,P,Williamson
http://scholars.cornell.edu/individual/UR-246928,http://scholars.cornell.edu/individual/cko3,Christopher,Kemper,Ober
http://scholars.cornell.edu/individual/UR-225698,http://scholars.cornell.edu/individual/mck13,Michael,Charles,Kelley
http://scholars.cornell.edu/individual/UR-92026,http://scholars.cornell.edu/individual/jre7,James,R,Engstrom
http://scholars.cornell.edu/individual/UR-417350,http://scholars.cornell.edu/individual/cw26,Charles,Harvey Kaye,Williamson
http://scholars.cornell.edu/individual/UR-226470,http://scholars.cornell.edu/individual/dpl3,Daniel,Peter,Loucks
http://scholars.cornell.edu/individual/UR-364363,http://scholars.cornell.edu/individual/jrs27,James,Richard,Shealy
http://scholars.cornell.edu/individual/UR-416190,http://scholars.cornell.edu/individual/dm24,David,Anthony,Muller
http://scholars.cornell.edu/individual/UR-239791,http://scholars.cornell.edu/individual/dm24,David,Anthony,Muller
http://scholars.cornell.edu/individual/UR-417664,http://scholars.cornell.edu/individual/lt35,Lang,,Tong
http://scholars.cornell.edu/individual/UR-354865,http://scholars.cornell.edu/individual/myl3,Michel,Yves,Louge
http://scholars.cornell.edu/individual/UR-417971,http://scholars.cornell.edu/individual/rfs247,Robert,F,Shepherd
http://scholars.cornell.edu/individual/UR-267464,http://scholars.cornell.edu/individual/jrs27,James,Richard,Shealy
http://scholars.cornell.edu/individual/UR-416571,http://scholars.cornell.edu/individual/cw26,Charles,Harvey Kaye,Williamson
http://scholars.cornell.edu/individual/UR-141598,http://scholars.cornell.edu/individual/dah5,David,A,Hammer
http://scholars.cornell.edu/individual/UR-141598,http://scholars.cornell.edu/individual/mls50,Michael,Louis,Shuler
http://scholars.cornell.edu/individual/UR-376573,http://scholars.cornell.edu/individual/dlh37,David,Lee,Hysell
http://scholars.cornell.edu/individual/UR-416157,http://scholars.cornell.edu/individual/nmm63,Natalie,M,Mahowald
http://scholars.cornell.edu/individual/UR-415987,http://scholars.cornell.edu/individual/lad9,Louis,A,Derry
http://scholars.cornell.edu/individual/UR-226455,http://scholars.cornell.edu/individual/dpl3,Daniel,Peter,Loucks
http://scholars.cornell.edu/individual/UR-27635,http://scholars.cornell.edu/individual/laa25,Lynden,A,Archer
http://scholars.cornell.edu/individual/UR-415884,http://scholars.cornell.edu/individual/hc63,Hsiao-Dong,,Chiang
http://scholars.cornell.edu/individual/UR-391406,http://scholars.cornell.edu/individual/pll3,Philip,Li-Fan,Liu
http://scholars.cornell.edu/individual/UR-74989,http://scholars.cornell.edu/individual/hgc1,Harold,G,Craighead
http://scholars.cornell.edu/individual/UR-369189,http://scholars.cornell.edu/individual/zw16,Zellman,,Warhaft
http://scholars.cornell.edu/individual/UR-417065,http://scholars.cornell.edu/individual/mck13,Michael,Charles,Kelley
http://scholars.cornell.edu/individual/UR-357795,http://scholars.cornell.edu/individual/nmm63,Natalie,M,Mahowald
http://scholars.cornell.edu/individual/UR-368706,http://scholars.cornell.edu/individual/yw233,Yi,,Wang
http://scholars.cornell.edu/individual/UR-375542,http://scholars.cornell.edu/individual/rvl1,Richard,V E,Lovelace
http://scholars.cornell.edu/individual/UR-416914,http://scholars.cornell.edu/individual/sbw11,Stephen,B,Wicker
http://scholars.cornell.edu/individual/UR-367377,http://scholars.cornell.edu/individual/mot1,Michael,Olgar,Thompson
http://scholars.cornell.edu/individual/UR-197749,http://scholars.cornell.edu/individual/fww1,Frank,William,Wise
http://scholars.cornell.edu/individual/UR-226221,http://scholars.cornell.edu/individual/mck13,Michael,Charles,Kelley
http://scholars.cornell.edu/individual/UR-417918,http://scholars.cornell.edu/individual/st222,Sandip,,Tiwari
