art,per,gname,mname,fname
http://scholars.cornell.edu/individual/UR-416560,http://scholars.cornell.edu/individual/wrz2,Warren,R,Zipfel
http://scholars.cornell.edu/individual/UR-454036,http://scholars.cornell.edu/individual/mw46,Michael,,Waldman
http://scholars.cornell.edu/individual/UR-415115,http://scholars.cornell.edu/individual/mcv3,Marjolein,,van der Meulen
http://scholars.cornell.edu/individual/UR-299317,http://scholars.cornell.edu/individual/epg2,Emmanuel,P,Giannelis
http://scholars.cornell.edu/individual/UR-6329,http://scholars.cornell.edu/individual/raj15,Robert,A,Jarrow
http://scholars.cornell.edu/individual/UR-225988,http://scholars.cornell.edu/individual/mck13,Michael,Charles,Kelley
http://scholars.cornell.edu/individual/UR-453762,http://scholars.cornell.edu/individual/rhf3,Robert,H,Frank
http://scholars.cornell.edu/individual/UR-276691,http://scholars.cornell.edu/individual/lad9,Louis,A,Derry
http://scholars.cornell.edu/individual/UR-363271,http://scholars.cornell.edu/individual/gs18,Gennady,,Samorodnitsky
http://scholars.cornell.edu/individual/UR-415695,http://scholars.cornell.edu/individual/rbv2,Robert,B,Van Dover
http://scholars.cornell.edu/individual/UR-299261,http://scholars.cornell.edu/individual/epg2,Emmanuel,P,Giannelis
http://scholars.cornell.edu/individual/UR-417118,http://scholars.cornell.edu/individual/ds636,Darrell,,Schlom
http://scholars.cornell.edu/individual/UR-315890,http://scholars.cornell.edu/individual/kch7,Kenneth,Clark,Hover
http://scholars.cornell.edu/individual/UR-313858,http://scholars.cornell.edu/individual/rgh27,Richard,G,Hennig
http://scholars.cornell.edu/individual/UR-416594,http://scholars.cornell.edu/individual/wrz2,Warren,R,Zipfel
http://scholars.cornell.edu/individual/UR-391576,http://scholars.cornell.edu/individual/mp337,Matthew,,Pritchard
http://scholars.cornell.edu/individual/UR-416210,http://scholars.cornell.edu/individual/cko3,Christopher,Kemper,Ober
http://scholars.cornell.edu/individual/UR-6706,http://scholars.cornell.edu/individual/gak56,George,Andrew,Karolyi
http://scholars.cornell.edu/individual/UR-416208,http://scholars.cornell.edu/individual/cko3,Christopher,Kemper,Ober
http://scholars.cornell.edu/individual/UR-230715,http://scholars.cornell.edu/individual/rjt1,Robert,John,Thomas
http://scholars.cornell.edu/individual/UR-395896,http://scholars.cornell.edu/individual/hgx2,Huili,Grace,Xing
http://scholars.cornell.edu/individual/UR-453780,http://scholars.cornell.edu/individual/vg77,Vishal,,Gaur
http://scholars.cornell.edu/individual/UR-269234,http://scholars.cornell.edu/individual/eac20,Edwin,Alfred,Cowen
http://scholars.cornell.edu/individual/UR-369730,http://scholars.cornell.edu/individual/sbw11,Stephen,B,Wicker
http://scholars.cornell.edu/individual/UR-418540,http://scholars.cornell.edu/individual/jam262,Jeffrey,Andrew,Moses
http://scholars.cornell.edu/individual/UR-79295,http://scholars.cornell.edu/individual/sd386,Susan,,Daniel
http://scholars.cornell.edu/individual/UR-271838,http://scholars.cornell.edu/individual/hgc1,Harold,G,Craighead
http://scholars.cornell.edu/individual/UR-313815,http://scholars.cornell.edu/individual/rgh27,Richard,G,Hennig
http://scholars.cornell.edu/individual/UR-287904,http://scholars.cornell.edu/individual/mls50,Michael,Louis,Shuler
http://scholars.cornell.edu/individual/UR-453761,http://scholars.cornell.edu/individual/rhf3,Robert,H,Frank
http://scholars.cornell.edu/individual/UR-253118,http://scholars.cornell.edu/individual/crp10,Clifford,Raymond,Pollock
http://scholars.cornell.edu/individual/UR-415549,http://scholars.cornell.edu/individual/pll3,Philip,Li-Fan,Liu
http://scholars.cornell.edu/individual/UR-278160,http://scholars.cornell.edu/individual/rd32,Rudiger,,Dieckmann
http://scholars.cornell.edu/individual/UR-235695,http://scholars.cornell.edu/individual/rwa1,Richard,Waldron,Allmendinger
http://scholars.cornell.edu/individual/UR-368738,http://scholars.cornell.edu/individual/yw233,Yi,,Wang
http://scholars.cornell.edu/individual/UR-418107,http://scholars.cornell.edu/individual/mrk93,Michael,R,King
http://scholars.cornell.edu/individual/UR-299361,http://scholars.cornell.edu/individual/epg2,Emmanuel,P,Giannelis
http://scholars.cornell.edu/individual/UR-453294,http://scholars.cornell.edu/individual/rl54,Robert,,Libby
http://scholars.cornell.edu/individual/UR-417758,http://scholars.cornell.edu/individual/abw35,Aaron,B,Wagner
http://scholars.cornell.edu/individual/UR-272177,http://scholars.cornell.edu/individual/hgc1,Harold,G,Craighead
http://scholars.cornell.edu/individual/UR-360358,http://scholars.cornell.edu/individual/slp6,Stuart,Leigh,Phoenix
http://scholars.cornell.edu/individual/UR-271485,http://scholars.cornell.edu/individual/hgc1,Harold,G,Craighead
http://scholars.cornell.edu/individual/UR-417231,http://scholars.cornell.edu/individual/jre7,James,R,Engstrom
http://scholars.cornell.edu/individual/UR-417231,http://scholars.cornell.edu/individual/pqc1,Paulette,,Clancy
http://scholars.cornell.edu/individual/UR-448867,http://scholars.cornell.edu/individual/vk24,Vrinda,,Kadiyali
http://scholars.cornell.edu/individual/UR-6785,http://scholars.cornell.edu/individual/lb244,Lawrence,,Bonassar
http://scholars.cornell.edu/individual/UR-248622,http://scholars.cornell.edu/individual/wrz2,Warren,R,Zipfel
http://scholars.cornell.edu/individual/UR-415545,http://scholars.cornell.edu/individual/pll3,Philip,Li-Fan,Liu
http://scholars.cornell.edu/individual/UR-92524,http://scholars.cornell.edu/individual/mbe2,Mandy,Brigitte,Esch
http://scholars.cornell.edu/individual/UR-92524,http://scholars.cornell.edu/individual/mls50,Michael,Louis,Shuler
http://scholars.cornell.edu/individual/UR-117314,http://scholars.cornell.edu/individual/mls50,Michael,Louis,Shuler
http://scholars.cornell.edu/individual/UR-117314,http://scholars.cornell.edu/individual/lwl3,Leonard,William,Lion
http://scholars.cornell.edu/individual/UR-417881,http://scholars.cornell.edu/individual/kch7,Kenneth,Clark,Hover
http://scholars.cornell.edu/individual/UR-366909,http://scholars.cornell.edu/individual/dw36,David,P,Williamson
http://scholars.cornell.edu/individual/UR-225832,http://scholars.cornell.edu/individual/mck13,Michael,Charles,Kelley
http://scholars.cornell.edu/individual/UR-371337,http://scholars.cornell.edu/individual/pd83,Peter,,Doerschuk
http://scholars.cornell.edu/individual/UR-238223,http://scholars.cornell.edu/individual/laa25,Lynden,A,Archer
http://scholars.cornell.edu/individual/UR-6668,http://scholars.cornell.edu/individual/raj15,Robert,A,Jarrow
http://scholars.cornell.edu/individual/UR-278437,http://scholars.cornell.edu/individual/ds636,Darrell,,Schlom
http://scholars.cornell.edu/individual/UR-448818,http://scholars.cornell.edu/individual/raj15,Robert,A,Jarrow
http://scholars.cornell.edu/individual/UR-369712,http://scholars.cornell.edu/individual/sbw11,Stephen,B,Wicker
http://scholars.cornell.edu/individual/UR-439125,http://scholars.cornell.edu/individual/jtj2,James,Thomas,Jenkins
http://scholars.cornell.edu/individual/UR-287950,http://scholars.cornell.edu/individual/mls50,Michael,Louis,Shuler
http://scholars.cornell.edu/individual/UR-211496,http://scholars.cornell.edu/individual/dbw59,Dawn,B,Woodard
http://scholars.cornell.edu/individual/UR-415793,http://scholars.cornell.edu/individual/jdb20,Joel,Donald,Brock
http://scholars.cornell.edu/individual/UR-53984,http://scholars.cornell.edu/individual/hgc1,Harold,G,Craighead
http://scholars.cornell.edu/individual/UR-322685,http://scholars.cornell.edu/individual/ylj2,Yong,L,Joo
http://scholars.cornell.edu/individual/UR-237761,http://scholars.cornell.edu/individual/laa25,Lynden,A,Archer
http://scholars.cornell.edu/individual/UR-418482,http://scholars.cornell.edu/individual/mp336,Mason,,Peck
http://scholars.cornell.edu/individual/UR-455765,http://scholars.cornell.edu/individual/raj15,Robert,A,Jarrow
http://scholars.cornell.edu/individual/UR-117327,http://scholars.cornell.edu/individual/lwl3,Leonard,William,Lion
http://scholars.cornell.edu/individual/UR-117327,http://scholars.cornell.edu/individual/mls50,Michael,Louis,Shuler
http://scholars.cornell.edu/individual/UR-353954,http://scholars.cornell.edu/individual/nmm63,Natalie,M,Mahowald
http://scholars.cornell.edu/individual/UR-418024,http://scholars.cornell.edu/individual/jd694,Jiangang,,Dai
http://scholars.cornell.edu/individual/UR-361623,http://scholars.cornell.edu/individual/slp6,Stuart,Leigh,Phoenix
http://scholars.cornell.edu/individual/UR-413204,http://scholars.cornell.edu/individual/apr5,Anthony,P,Reeves
http://scholars.cornell.edu/individual/UR-454224,http://scholars.cornell.edu/individual/wbb1,Warren,B,Bailey
http://scholars.cornell.edu/individual/UR-418417,http://scholars.cornell.edu/individual/hes1,Harry,Eaton,Stewart
http://scholars.cornell.edu/individual/UR-361908,http://scholars.cornell.edu/individual/sbp2,Stephen,Bailey,Pope
http://scholars.cornell.edu/individual/UR-391665,http://scholars.cornell.edu/individual/xs66,Xiling,,Shen
http://scholars.cornell.edu/individual/UR-416649,http://scholars.cornell.edu/individual/rvl1,Richard,V E,Lovelace
http://scholars.cornell.edu/individual/UR-417440,http://scholars.cornell.edu/individual/rd32,Rudiger,,Dieckmann
http://scholars.cornell.edu/individual/UR-418261,http://scholars.cornell.edu/individual/jtj2,James,Thomas,Jenkins
http://scholars.cornell.edu/individual/UR-37488,http://scholars.cornell.edu/individual/dhb2,Donald,H,Bilderback
http://scholars.cornell.edu/individual/UR-412148,http://scholars.cornell.edu/individual/yw233,Yi,,Wang
http://scholars.cornell.edu/individual/UR-396359,http://scholars.cornell.edu/individual/gaa52,Geoffrey,Alexander,Abers
http://scholars.cornell.edu/individual/UR-364535,http://scholars.cornell.edu/individual/dbs10,David,B,Shmoys
http://scholars.cornell.edu/individual/UR-74909,http://scholars.cornell.edu/individual/mgs22,Michael,G,Spencer
http://scholars.cornell.edu/individual/UR-74909,http://scholars.cornell.edu/individual/hgc1,Harold,G,Craighead
http://scholars.cornell.edu/individual/UR-362472,http://scholars.cornell.edu/individual/apr5,Anthony,P,Reeves
http://scholars.cornell.edu/individual/UR-415289,http://scholars.cornell.edu/individual/mck13,Michael,Charles,Kelley
http://scholars.cornell.edu/individual/UR-392660,http://scholars.cornell.edu/individual/lae37,Lara,A,Estroff
http://scholars.cornell.edu/individual/UR-361659,http://scholars.cornell.edu/individual/slp6,Stuart,Leigh,Phoenix
http://scholars.cornell.edu/individual/UR-21609,http://scholars.cornell.edu/individual/rjt1,Robert,John,Thomas
http://scholars.cornell.edu/individual/UR-417689,http://scholars.cornell.edu/individual/pd83,Peter,,Doerschuk
http://scholars.cornell.edu/individual/UR-364309,http://scholars.cornell.edu/individual/jrs27,James,Richard,Shealy
http://scholars.cornell.edu/individual/UR-416552,http://scholars.cornell.edu/individual/rbv2,Robert,B,Van Dover
http://scholars.cornell.edu/individual/UR-271246,http://scholars.cornell.edu/individual/hgc1,Harold,G,Craighead
http://scholars.cornell.edu/individual/UR-313768,http://scholars.cornell.edu/individual/sgh9,Shane,G,Henderson
http://scholars.cornell.edu/individual/UR-455849,http://scholars.cornell.edu/individual/eam33,Elizabeth,A,Mannix
http://scholars.cornell.edu/individual/UR-415714,http://scholars.cornell.edu/individual/dha7,David,H,Albonesi
http://scholars.cornell.edu/individual/UR-332085,http://scholars.cornell.edu/individual/dlk15,Donald,L,Koch
http://scholars.cornell.edu/individual/UR-417623,http://scholars.cornell.edu/individual/cs385,Chris,,Schaffer
http://scholars.cornell.edu/individual/UR-74024,http://scholars.cornell.edu/individual/gs18,Gennady,,Samorodnitsky
http://scholars.cornell.edu/individual/UR-416558,http://scholars.cornell.edu/individual/wrz2,Warren,R,Zipfel
http://scholars.cornell.edu/individual/UR-6817,http://scholars.cornell.edu/individual/raj15,Robert,A,Jarrow
http://scholars.cornell.edu/individual/UR-325752,http://scholars.cornell.edu/individual/smk16,Suzanne,Mahlburg,Kay
http://scholars.cornell.edu/individual/UR-6704,http://scholars.cornell.edu/individual/raj15,Robert,A,Jarrow
http://scholars.cornell.edu/individual/UR-299265,http://scholars.cornell.edu/individual/epg2,Emmanuel,P,Giannelis
http://scholars.cornell.edu/individual/UR-362168,http://scholars.cornell.edu/individual/mlp4,Mark,Lockwood,Psiaki
http://scholars.cornell.edu/individual/UR-453628,http://scholars.cornell.edu/individual/mnc35,Murillo,Netto Carneiro,Campello
http://scholars.cornell.edu/individual/UR-313863,http://scholars.cornell.edu/individual/rgh27,Richard,G,Hennig
http://scholars.cornell.edu/individual/UR-33873,http://scholars.cornell.edu/individual/jdb20,Joel,Donald,Brock
http://scholars.cornell.edu/individual/UR-454685,http://scholars.cornell.edu/individual/lc683,Lourdes,S,Casanova
http://scholars.cornell.edu/individual/UR-21013,http://scholars.cornell.edu/individual/mls50,Michael,Louis,Shuler
http://scholars.cornell.edu/individual/UR-391627,http://scholars.cornell.edu/individual/cs385,Chris,,Schaffer
http://scholars.cornell.edu/individual/UR-415755,http://scholars.cornell.edu/individual/wda1,Warren,Douglas,Allmon
http://scholars.cornell.edu/individual/UR-401625,http://scholars.cornell.edu/individual/hgx2,Huili,Grace,Xing
http://scholars.cornell.edu/individual/UR-401625,http://scholars.cornell.edu/individual/dj326,Debdeep,,Jena
http://scholars.cornell.edu/individual/UR-233012,http://scholars.cornell.edu/individual/ea85,Ehsan,,Afshari
http://scholars.cornell.edu/individual/UR-369641,http://scholars.cornell.edu/individual/wmw4,William,M,White
http://scholars.cornell.edu/individual/UR-364770,http://scholars.cornell.edu/individual/mls50,Michael,Louis,Shuler
http://scholars.cornell.edu/individual/UR-303856,http://scholars.cornell.edu/individual/dah5,David,A,Hammer
http://scholars.cornell.edu/individual/UR-303856,http://scholars.cornell.edu/individual/brk2,Bruce,Raymond,Kusse
http://scholars.cornell.edu/individual/UR-225962,http://scholars.cornell.edu/individual/mck13,Michael,Charles,Kelley
http://scholars.cornell.edu/individual/UR-225962,http://scholars.cornell.edu/individual/ces7,Charles,Eugene,Seyler
http://scholars.cornell.edu/individual/UR-417672,http://scholars.cornell.edu/individual/lt35,Lang,,Tong
http://scholars.cornell.edu/individual/UR-435625,http://scholars.cornell.edu/individual/mdg12,Mircea,Dan,Grigoriu
http://scholars.cornell.edu/individual/UR-416404,http://scholars.cornell.edu/individual/ds636,Darrell,,Schlom
http://scholars.cornell.edu/individual/UR-443505,http://scholars.cornell.edu/individual/acm299,Andreea,C,Minca
http://scholars.cornell.edu/individual/UR-416299,http://scholars.cornell.edu/individual/cko3,Christopher,Kemper,Ober
http://scholars.cornell.edu/individual/UR-248314,http://scholars.cornell.edu/individual/rgb6,Robert,Gary,Bland
http://scholars.cornell.edu/individual/UR-82307,http://scholars.cornell.edu/individual/md255,Matthew,,DeLisa
http://scholars.cornell.edu/individual/UR-74986,http://scholars.cornell.edu/individual/hgc1,Harold,G,Craighead
http://scholars.cornell.edu/individual/UR-16364,http://scholars.cornell.edu/individual/wrz2,Warren,R,Zipfel
http://scholars.cornell.edu/individual/UR-16364,http://scholars.cornell.edu/individual/epg2,Emmanuel,P,Giannelis
http://scholars.cornell.edu/individual/UR-416766,http://scholars.cornell.edu/individual/rd32,Rudiger,,Dieckmann
http://scholars.cornell.edu/individual/UR-416907,http://scholars.cornell.edu/individual/dha7,David,H,Albonesi
http://scholars.cornell.edu/individual/UR-397569,http://scholars.cornell.edu/individual/rfs247,Robert,F,Shepherd
http://scholars.cornell.edu/individual/UR-416857,http://scholars.cornell.edu/individual/zw16,Zellman,,Warhaft
http://scholars.cornell.edu/individual/UR-395865,http://scholars.cornell.edu/individual/hgx2,Huili,Grace,Xing
http://scholars.cornell.edu/individual/UR-397152,http://scholars.cornell.edu/individual/dj326,Debdeep,,Jena
http://scholars.cornell.edu/individual/UR-364302,http://scholars.cornell.edu/individual/jrs27,James,Richard,Shealy
http://scholars.cornell.edu/individual/UR-416636,http://scholars.cornell.edu/individual/mdg12,Mircea,Dan,Grigoriu
http://scholars.cornell.edu/individual/UR-14979,http://scholars.cornell.edu/individual/slp6,Stuart,Leigh,Phoenix
http://scholars.cornell.edu/individual/UR-261884,http://scholars.cornell.edu/individual/jlc34,John,Luther,Cisne
http://scholars.cornell.edu/individual/UR-368201,http://scholars.cornell.edu/individual/rbv2,Robert,B,Van Dover
http://scholars.cornell.edu/individual/UR-374394,http://scholars.cornell.edu/individual/md255,Matthew,,DeLisa
http://scholars.cornell.edu/individual/UR-271137,http://scholars.cornell.edu/individual/hgc1,Harold,G,Craighead
http://scholars.cornell.edu/individual/UR-313760,http://scholars.cornell.edu/individual/sgh9,Shane,G,Henderson
http://scholars.cornell.edu/individual/UR-453225,http://scholars.cornell.edu/individual/jpj25,Justin,P,Johnson
http://scholars.cornell.edu/individual/UR-415928,http://scholars.cornell.edu/individual/hgc1,Harold,G,Craighead
http://scholars.cornell.edu/individual/UR-364604,http://scholars.cornell.edu/individual/cas12,Christine,Ann,Shoemaker
http://scholars.cornell.edu/individual/UR-332045,http://scholars.cornell.edu/individual/dlk15,Donald,L,Koch
http://scholars.cornell.edu/individual/UR-437370,http://scholars.cornell.edu/individual/dj326,Debdeep,,Jena
http://scholars.cornell.edu/individual/UR-437370,http://scholars.cornell.edu/individual/hgx2,Huili,Grace,Xing
http://scholars.cornell.edu/individual/UR-377962,http://scholars.cornell.edu/individual/jtb47,Jonathan,T,Butcher
http://scholars.cornell.edu/individual/UR-395766,http://scholars.cornell.edu/individual/od57,Olivier,,Desjardins
http://scholars.cornell.edu/individual/UR-226484,http://scholars.cornell.edu/individual/dpl3,Daniel,Peter,Loucks
http://scholars.cornell.edu/individual/UR-362147,http://scholars.cornell.edu/individual/mlp4,Mark,Lockwood,Psiaki
http://scholars.cornell.edu/individual/UR-364317,http://scholars.cornell.edu/individual/jrs27,James,Richard,Shealy
http://scholars.cornell.edu/individual/UR-416463,http://scholars.cornell.edu/individual/jwt54,Jefferson,William,Tester
http://scholars.cornell.edu/individual/UR-365769,http://scholars.cornell.edu/individual/mgs22,Michael,G,Spencer
http://scholars.cornell.edu/individual/UR-397170,http://scholars.cornell.edu/individual/dj326,Debdeep,,Jena
http://scholars.cornell.edu/individual/UR-332056,http://scholars.cornell.edu/individual/dlk15,Donald,L,Koch
http://scholars.cornell.edu/individual/UR-369160,http://scholars.cornell.edu/individual/zw16,Zellman,,Warhaft
http://scholars.cornell.edu/individual/UR-271245,http://scholars.cornell.edu/individual/hgc1,Harold,G,Craighead
http://scholars.cornell.edu/individual/UR-298890,http://scholars.cornell.edu/individual/lwl3,Leonard,William,Lion
http://scholars.cornell.edu/individual/UR-298890,http://scholars.cornell.edu/individual/mls50,Michael,Louis,Shuler
http://scholars.cornell.edu/individual/UR-74946,http://scholars.cornell.edu/individual/hgc1,Harold,G,Craighead
http://scholars.cornell.edu/individual/UR-367351,http://scholars.cornell.edu/individual/mot1,Michael,Olgar,Thompson
http://scholars.cornell.edu/individual/UR-247145,http://scholars.cornell.edu/individual/dhb2,Donald,H,Bilderback
http://scholars.cornell.edu/individual/UR-6778,http://scholars.cornell.edu/individual/lb244,Lawrence,,Bonassar
http://scholars.cornell.edu/individual/UR-271840,http://scholars.cornell.edu/individual/hgc1,Harold,G,Craighead
http://scholars.cornell.edu/individual/UR-271840,http://scholars.cornell.edu/individual/rab8,Robert,A,Buhrman
http://scholars.cornell.edu/individual/UR-141709,http://scholars.cornell.edu/individual/th358,Tobias,,Hanrath
http://scholars.cornell.edu/individual/UR-6815,http://scholars.cornell.edu/individual/gak56,George,Andrew,Karolyi
http://scholars.cornell.edu/individual/UR-417803,http://scholars.cornell.edu/individual/yw233,Yi,,Wang
http://scholars.cornell.edu/individual/UR-453745,http://scholars.cornell.edu/individual/rhf3,Robert,H,Frank
http://scholars.cornell.edu/individual/UR-18309,http://scholars.cornell.edu/individual/wrz2,Warren,R,Zipfel
http://scholars.cornell.edu/individual/UR-141717,http://scholars.cornell.edu/individual/th358,Tobias,,Hanrath
http://scholars.cornell.edu/individual/UR-397597,http://scholars.cornell.edu/individual/mlp4,Mark,Lockwood,Psiaki
http://scholars.cornell.edu/individual/UR-418042,http://scholars.cornell.edu/individual/ubw1,Ulrich,B,Wiesner
http://scholars.cornell.edu/individual/UR-416154,http://scholars.cornell.edu/individual/nmm63,Natalie,M,Mahowald
http://scholars.cornell.edu/individual/UR-453550,http://scholars.cornell.edu/individual/mw46,Michael,,Waldman
http://scholars.cornell.edu/individual/UR-418336,http://scholars.cornell.edu/individual/rnz6,Roseanna,N,Zia
http://scholars.cornell.edu/individual/UR-441800,http://scholars.cornell.edu/individual/dw36,David,P,Williamson
http://scholars.cornell.edu/individual/UR-416574,http://scholars.cornell.edu/individual/cw26,Charles,Harvey Kaye,Williamson
http://scholars.cornell.edu/individual/UR-332273,http://scholars.cornell.edu/individual/dlk15,Donald,L,Koch
http://scholars.cornell.edu/individual/UR-368344,http://scholars.cornell.edu/individual/abw35,Aaron,B,Wagner
http://scholars.cornell.edu/individual/UR-21998,http://scholars.cornell.edu/individual/fww1,Frank,William,Wise
http://scholars.cornell.edu/individual/UR-442189,http://scholars.cornell.edu/individual/sf375,Silvia,,Ferrari
http://scholars.cornell.edu/individual/UR-416786,http://scholars.cornell.edu/individual/rd32,Rudiger,,Dieckmann
http://scholars.cornell.edu/individual/UR-278176,http://scholars.cornell.edu/individual/rd32,Rudiger,,Dieckmann
http://scholars.cornell.edu/individual/UR-55624,http://scholars.cornell.edu/individual/jd694,Jiangang,,Dai
http://scholars.cornell.edu/individual/UR-417662,http://scholars.cornell.edu/individual/lt35,Lang,,Tong
http://scholars.cornell.edu/individual/UR-365755,http://scholars.cornell.edu/individual/mgs22,Michael,G,Spencer
http://scholars.cornell.edu/individual/UR-233020,http://scholars.cornell.edu/individual/ea85,Ehsan,,Afshari
http://scholars.cornell.edu/individual/UR-225993,http://scholars.cornell.edu/individual/mck13,Michael,Charles,Kelley
http://scholars.cornell.edu/individual/UR-415939,http://scholars.cornell.edu/individual/hgc1,Harold,G,Craighead
http://scholars.cornell.edu/individual/UR-389603,http://scholars.cornell.edu/individual/mc288,Mark,,Campbell
http://scholars.cornell.edu/individual/UR-321282,http://scholars.cornell.edu/individual/jtj2,James,Thomas,Jenkins
http://scholars.cornell.edu/individual/UR-453891,http://scholars.cornell.edu/individual/lvo2,Levent,V,Orman
http://scholars.cornell.edu/individual/UR-364563,http://scholars.cornell.edu/individual/cas12,Christine,Ann,Shoemaker
http://scholars.cornell.edu/individual/UR-453480,http://scholars.cornell.edu/individual/jer9,Joseph,Edward,Russo
http://scholars.cornell.edu/individual/UR-416221,http://scholars.cornell.edu/individual/cko3,Christopher,Kemper,Ober
http://scholars.cornell.edu/individual/UR-6845,http://scholars.cornell.edu/individual/lb244,Lawrence,,Bonassar
http://scholars.cornell.edu/individual/UR-381805,http://scholars.cornell.edu/individual/lae37,Lara,A,Estroff
http://scholars.cornell.edu/individual/UR-10955,http://scholars.cornell.edu/individual/jrs27,James,Richard,Shealy
http://scholars.cornell.edu/individual/UR-418424,http://scholars.cornell.edu/individual/hes1,Harry,Eaton,Stewart
http://scholars.cornell.edu/individual/UR-346357,http://scholars.cornell.edu/individual/hgx2,Huili,Grace,Xing
http://scholars.cornell.edu/individual/UR-84187,http://scholars.cornell.edu/individual/lad9,Louis,A,Derry
http://scholars.cornell.edu/individual/UR-84187,http://scholars.cornell.edu/individual/lwl3,Leonard,William,Lion
http://scholars.cornell.edu/individual/UR-453317,http://scholars.cornell.edu/individual/cm794,Christopher,,Marquis
http://scholars.cornell.edu/individual/UR-416393,http://scholars.cornell.edu/individual/gs18,Gennady,,Samorodnitsky
http://scholars.cornell.edu/individual/UR-210568,http://scholars.cornell.edu/individual/fww1,Frank,William,Wise
http://scholars.cornell.edu/individual/UR-225725,http://scholars.cornell.edu/individual/mck13,Michael,Charles,Kelley
http://scholars.cornell.edu/individual/UR-86234,http://scholars.cornell.edu/individual/rgh27,Richard,G,Hennig
http://scholars.cornell.edu/individual/UR-261946,http://scholars.cornell.edu/individual/sd386,Susan,,Daniel
http://scholars.cornell.edu/individual/UR-261946,http://scholars.cornell.edu/individual/pqc1,Paulette,,Clancy
http://scholars.cornell.edu/individual/UR-391407,http://scholars.cornell.edu/individual/pll3,Philip,Li-Fan,Liu
http://scholars.cornell.edu/individual/UR-414786,http://scholars.cornell.edu/individual/nab83,Nicole,Ann,Benedek
http://scholars.cornell.edu/individual/UR-415700,http://scholars.cornell.edu/individual/rbv2,Robert,B,Van Dover
http://scholars.cornell.edu/individual/UR-20749,http://scholars.cornell.edu/individual/mp337,Matthew,,Pritchard
http://scholars.cornell.edu/individual/UR-397188,http://scholars.cornell.edu/individual/dj326,Debdeep,,Jena
http://scholars.cornell.edu/individual/UR-415677,http://scholars.cornell.edu/individual/lkn3,Linda,K,Nozick
http://scholars.cornell.edu/individual/UR-5843,http://scholars.cornell.edu/individual/raj15,Robert,A,Jarrow
http://scholars.cornell.edu/individual/UR-416533,http://scholars.cornell.edu/individual/rbv2,Robert,B,Van Dover
http://scholars.cornell.edu/individual/UR-226479,http://scholars.cornell.edu/individual/dpl3,Daniel,Peter,Loucks
http://scholars.cornell.edu/individual/UR-225551,http://scholars.cornell.edu/individual/mck13,Michael,Charles,Kelley
http://scholars.cornell.edu/individual/UR-453724,http://scholars.cornell.edu/individual/jd48,Julia,,D'Souza
http://scholars.cornell.edu/individual/UR-417861,http://scholars.cornell.edu/individual/fe13,Fernando,,Escobedo
http://scholars.cornell.edu/individual/UR-417776,http://scholars.cornell.edu/individual/dhb2,Donald,H,Bilderback
http://scholars.cornell.edu/individual/UR-324734,http://scholars.cornell.edu/individual/eck5,Edwin,Chihchuan,Kan
http://scholars.cornell.edu/individual/UR-226503,http://scholars.cornell.edu/individual/dpl3,Daniel,Peter,Loucks
http://scholars.cornell.edu/individual/UR-415656,http://scholars.cornell.edu/individual/cw26,Charles,Harvey Kaye,Williamson
http://scholars.cornell.edu/individual/UR-453972,http://scholars.cornell.edu/individual/jer9,Joseph,Edward,Russo
http://scholars.cornell.edu/individual/UR-279920,http://scholars.cornell.edu/individual/tmd10,Thomas,Michael,Duncan
http://scholars.cornell.edu/individual/UR-350881,http://scholars.cornell.edu/individual/lwl3,Leonard,William,Lion
http://scholars.cornell.edu/individual/UR-350881,http://scholars.cornell.edu/individual/mls50,Michael,Louis,Shuler
http://scholars.cornell.edu/individual/UR-367146,http://scholars.cornell.edu/individual/jwt54,Jefferson,William,Tester
http://scholars.cornell.edu/individual/UR-367913,http://scholars.cornell.edu/individual/let3,Leslie,Earl,Trotter
http://scholars.cornell.edu/individual/UR-417494,http://scholars.cornell.edu/individual/mgs22,Michael,G,Spencer
http://scholars.cornell.edu/individual/UR-415632,http://scholars.cornell.edu/individual/jwt54,Jefferson,William,Tester
http://scholars.cornell.edu/individual/UR-33868,http://scholars.cornell.edu/individual/jdb20,Joel,Donald,Brock
http://scholars.cornell.edu/individual/UR-192064,http://scholars.cornell.edu/individual/rvl1,Richard,V E,Lovelace
http://scholars.cornell.edu/individual/UR-235671,http://scholars.cornell.edu/individual/rwa1,Richard,Waldron,Allmendinger
http://scholars.cornell.edu/individual/UR-235671,http://scholars.cornell.edu/individual/tej1,Teresa,Eileen,Jordan
http://scholars.cornell.edu/individual/UR-416476,http://scholars.cornell.edu/individual/jwt54,Jefferson,William,Tester
http://scholars.cornell.edu/individual/UR-364723,http://scholars.cornell.edu/individual/mls50,Michael,Louis,Shuler
http://scholars.cornell.edu/individual/UR-6224,http://scholars.cornell.edu/individual/mgs22,Michael,G,Spencer
http://scholars.cornell.edu/individual/UR-416416,http://scholars.cornell.edu/individual/ds636,Darrell,,Schlom
http://scholars.cornell.edu/individual/UR-417787,http://scholars.cornell.edu/individual/yw233,Yi,,Wang
http://scholars.cornell.edu/individual/UR-8251,http://scholars.cornell.edu/individual/lb244,Lawrence,,Bonassar
http://scholars.cornell.edu/individual/UR-199462,http://scholars.cornell.edu/individual/abw35,Aaron,B,Wagner
