http://scholars.cornell.edu/individual/UR-415634,,
http://scholars.cornell.edu/individual/UR-360887,WOS:000077006100016,
http://scholars.cornell.edu/individual/UR-14161,WOS:000287213100008,20845071
http://scholars.cornell.edu/individual/UR-416522,,
http://scholars.cornell.edu/individual/UR-45988,,10039633
http://scholars.cornell.edu/individual/UR-366619,WOS:000268699200015,
http://scholars.cornell.edu/individual/UR-415668,,
http://scholars.cornell.edu/individual/UR-453183,,
http://scholars.cornell.edu/individual/UR-226456,WOS:000235512900013,
http://scholars.cornell.edu/individual/UR-250191,WOS:000182993700047,
http://scholars.cornell.edu/individual/UR-366872,WOS:000300845400003,
http://scholars.cornell.edu/individual/UR-313866,WOS:000323193000039,
http://scholars.cornell.edu/individual/UR-313779,WOS:000184370200008,
http://scholars.cornell.edu/individual/UR-417140,,
http://scholars.cornell.edu/individual/UR-415805,,
http://scholars.cornell.edu/individual/UR-360044,WOS:000258337300022,
http://scholars.cornell.edu/individual/UR-395720,,
http://scholars.cornell.edu/individual/UR-438789,WOS:000361906900003,
http://scholars.cornell.edu/individual/UR-416425,,
http://scholars.cornell.edu/individual/UR-393930,WOS:000347273400036,
http://scholars.cornell.edu/individual/UR-416839,,
http://scholars.cornell.edu/individual/UR-416908,,
http://scholars.cornell.edu/individual/UR-418441,,
http://scholars.cornell.edu/individual/UR-417439,,
http://scholars.cornell.edu/individual/UR-413407,,
http://scholars.cornell.edu/individual/UR-182518,WOS:000334136300006,24309562
http://scholars.cornell.edu/individual/UR-452694,,
http://scholars.cornell.edu/individual/UR-321221,WOS:000225199200027,
http://scholars.cornell.edu/individual/UR-417446,,
http://scholars.cornell.edu/individual/UR-418005,,
http://scholars.cornell.edu/individual/UR-416350,,
http://scholars.cornell.edu/individual/UR-416313,,
http://scholars.cornell.edu/individual/UR-271487,WOS:000083729000022,
http://scholars.cornell.edu/individual/UR-453793,,
http://scholars.cornell.edu/individual/UR-418136,,
http://scholars.cornell.edu/individual/UR-416696,,
http://scholars.cornell.edu/individual/UR-289779,WOS:000083648800005,
http://scholars.cornell.edu/individual/UR-417943,,
http://scholars.cornell.edu/individual/UR-406943,,15544378
http://scholars.cornell.edu/individual/UR-366039,WOS:A1984SN48300007,
http://scholars.cornell.edu/individual/UR-225567,WOS:A1993LW35300050,
http://scholars.cornell.edu/individual/UR-169941,WOS:000288042800011,
http://scholars.cornell.edu/individual/UR-370588,WOS:A1993LU05300002,
http://scholars.cornell.edu/individual/UR-225842,WOS:000300230100021,
http://scholars.cornell.edu/individual/UR-456231,,
http://scholars.cornell.edu/individual/UR-396165,,
http://scholars.cornell.edu/individual/UR-250186,WOS:000087704000094,
http://scholars.cornell.edu/individual/UR-339558,WOS:000208164703585,20180556
http://scholars.cornell.edu/individual/UR-182541,,19197333
http://scholars.cornell.edu/individual/UR-248761,WOS:000179330800016,
http://scholars.cornell.edu/individual/UR-269232,WOS:000178252800007,
http://scholars.cornell.edu/individual/UR-415783,,
http://scholars.cornell.edu/individual/UR-122764,WOS:000309805000038,23002900
http://scholars.cornell.edu/individual/UR-384314,WOS:000343757200001,
http://scholars.cornell.edu/individual/UR-322684,WOS:000237945500014,
http://scholars.cornell.edu/individual/UR-361941,WOS:000258578700009,
http://scholars.cornell.edu/individual/UR-415544,,
http://scholars.cornell.edu/individual/UR-368802,WOS:000244924800012,17267592
http://scholars.cornell.edu/individual/UR-197185,WOS:000297382700040,22011255
http://scholars.cornell.edu/individual/UR-361974,WOS:000308109400005,
http://scholars.cornell.edu/individual/UR-417144,,
http://scholars.cornell.edu/individual/UR-5857,WOS:000184473300001,
http://scholars.cornell.edu/individual/UR-417959,,
http://scholars.cornell.edu/individual/UR-362298,WOS:000304651400024,
http://scholars.cornell.edu/individual/UR-361697,WOS:A1988R560800002,
http://scholars.cornell.edu/individual/UR-395860,,
http://scholars.cornell.edu/individual/UR-416235,,
http://scholars.cornell.edu/individual/UR-362655,WOS:000235128300002,
http://scholars.cornell.edu/individual/UR-292939,WOS:000288885900045,
http://scholars.cornell.edu/individual/UR-364334,WOS:A1995TE16700017,
http://scholars.cornell.edu/individual/UR-452920,,
http://scholars.cornell.edu/individual/UR-453874,,
http://scholars.cornell.edu/individual/UR-233013,WOS:000315958300022,
http://scholars.cornell.edu/individual/UR-313962,WOS:000277209200012,20004955
http://scholars.cornell.edu/individual/UR-453970,,
http://scholars.cornell.edu/individual/UR-417529,,
http://scholars.cornell.edu/individual/UR-65546,WOS:000298132400009,22243113
http://scholars.cornell.edu/individual/UR-415704,,
http://scholars.cornell.edu/individual/UR-321234,WOS:A1975AT39700007,
http://scholars.cornell.edu/individual/UR-136035,,
http://scholars.cornell.edu/individual/UR-453784,,
http://scholars.cornell.edu/individual/UR-226134,WOS:A1980JY20400006,
http://scholars.cornell.edu/individual/UR-441413,WOS:000364982000012,26188246
http://scholars.cornell.edu/individual/UR-431179,WOS:000357449600001,26148899
http://scholars.cornell.edu/individual/UR-271012,WOS:000169957100006,
http://scholars.cornell.edu/individual/UR-417506,,
http://scholars.cornell.edu/individual/UR-27605,WOS:000302852200010,22439646
http://scholars.cornell.edu/individual/UR-6962,,
http://scholars.cornell.edu/individual/UR-415201,,
http://scholars.cornell.edu/individual/UR-302768,WOS:A1987F816100020,
http://scholars.cornell.edu/individual/UR-417631,,
http://scholars.cornell.edu/individual/UR-415581,,
http://scholars.cornell.edu/individual/UR-416906,,
http://scholars.cornell.edu/individual/UR-418011,,
http://scholars.cornell.edu/individual/UR-136041,WOS:000257706300049,
http://scholars.cornell.edu/individual/UR-12304,WOS:000328882000115,24376755
http://scholars.cornell.edu/individual/UR-6965,,
http://scholars.cornell.edu/individual/UR-417291,,
http://scholars.cornell.edu/individual/UR-416138,,
http://scholars.cornell.edu/individual/UR-417798,,
http://scholars.cornell.edu/individual/UR-456013,,
http://scholars.cornell.edu/individual/UR-225564,WOS:A1980KM24500001,
http://scholars.cornell.edu/individual/UR-114052,WOS:000350264500006,
http://scholars.cornell.edu/individual/UR-365761,WOS:000236496400026,
http://scholars.cornell.edu/individual/UR-250541,WOS:A1977DE65900980,
http://scholars.cornell.edu/individual/UR-363030,WOS:000240654000017,
http://scholars.cornell.edu/individual/UR-456227,,
http://scholars.cornell.edu/individual/UR-359770,WOS:A1985AXE2600009,
http://scholars.cornell.edu/individual/UR-397177,,
http://scholars.cornell.edu/individual/UR-369179,WOS:000220639000011,
http://scholars.cornell.edu/individual/UR-361667,WOS:000234590700012,
http://scholars.cornell.edu/individual/UR-417292,,
http://scholars.cornell.edu/individual/UR-325620,WOS:000326380900001,
http://scholars.cornell.edu/individual/UR-364476,WOS:000172836000035,
http://scholars.cornell.edu/individual/UR-416391,,
http://scholars.cornell.edu/individual/UR-396651,,
http://scholars.cornell.edu/individual/UR-389770,WOS:000330319200011,24353472
http://scholars.cornell.edu/individual/UR-252476,WOS:A1979HR08200009,
http://scholars.cornell.edu/individual/UR-364616,WOS:000073213100004,
http://scholars.cornell.edu/individual/UR-415880,,
http://scholars.cornell.edu/individual/UR-441394,,25732052
http://scholars.cornell.edu/individual/UR-244164,WOS:000267886400023,19353271
http://scholars.cornell.edu/individual/UR-408258,WOS:A1990EG42300032,
http://scholars.cornell.edu/individual/UR-443911,,
http://scholars.cornell.edu/individual/UR-391864,WOS:000342206200004,
http://scholars.cornell.edu/individual/UR-454011,,
http://scholars.cornell.edu/individual/UR-435501,WOS:000359648700023,
http://scholars.cornell.edu/individual/UR-272183,WOS:000178345800029,
http://scholars.cornell.edu/individual/UR-415860,,
http://scholars.cornell.edu/individual/UR-395971,,18223639
http://scholars.cornell.edu/individual/UR-16664,WOS:000330182700022,24292421
http://scholars.cornell.edu/individual/UR-6826,,
http://scholars.cornell.edu/individual/UR-5849,,
http://scholars.cornell.edu/individual/UR-416548,,
http://scholars.cornell.edu/individual/UR-310312,WOS:A1995QR92500006,
http://scholars.cornell.edu/individual/UR-255063,WOS:000273364200022,
http://scholars.cornell.edu/individual/UR-250404,WOS:000076918900008,
http://scholars.cornell.edu/individual/UR-180348,WOS:000236612400026,16711993
http://scholars.cornell.edu/individual/UR-365751,WOS:000221691100050,
http://scholars.cornell.edu/individual/UR-417461,,
http://scholars.cornell.edu/individual/UR-415842,,
http://scholars.cornell.edu/individual/UR-389872,WOS:000281982800004,
http://scholars.cornell.edu/individual/UR-367768,WOS:000182963700019,
http://scholars.cornell.edu/individual/UR-56358,WOS:000322938500003,
http://scholars.cornell.edu/individual/UR-402326,WOS:000352533000001,
http://scholars.cornell.edu/individual/UR-321236,WOS:A1994PG37000006,
http://scholars.cornell.edu/individual/UR-313773,WOS:000225371000005,
http://scholars.cornell.edu/individual/UR-389769,WOS:000330319200010,24353471
http://scholars.cornell.edu/individual/UR-397154,,
http://scholars.cornell.edu/individual/UR-250877,WOS:000257330100004,
http://scholars.cornell.edu/individual/UR-233022,WOS:000259499400016,
http://scholars.cornell.edu/individual/UR-452854,,
http://scholars.cornell.edu/individual/UR-232263,WOS:000074820800018,
http://scholars.cornell.edu/individual/UR-367588,WOS:000230123100024,
http://scholars.cornell.edu/individual/UR-415908,,
http://scholars.cornell.edu/individual/UR-88811,WOS:000300682500018,22072397
http://scholars.cornell.edu/individual/UR-226215,WOS:A1993LL82200036,
http://scholars.cornell.edu/individual/UR-128940,,23263104
http://scholars.cornell.edu/individual/UR-225972,WOS:A1988N975300001,
http://scholars.cornell.edu/individual/UR-383040,WOS:000346341300002,25383615
http://scholars.cornell.edu/individual/UR-416475,,
http://scholars.cornell.edu/individual/UR-453756,,
http://scholars.cornell.edu/individual/UR-20258,WOS:000177422202782,
http://scholars.cornell.edu/individual/UR-278203,WOS:000258187300008,
http://scholars.cornell.edu/individual/UR-134687,WOS:000283754000228,21034029
http://scholars.cornell.edu/individual/UR-301411,WOS:000221561400012,
http://scholars.cornell.edu/individual/UR-269227,WOS:000244635500006,
http://scholars.cornell.edu/individual/UR-415975,,
http://scholars.cornell.edu/individual/UR-226499,WOS:000240297700001,
http://scholars.cornell.edu/individual/UR-454817,,26372957
http://scholars.cornell.edu/individual/UR-416801,,
http://scholars.cornell.edu/individual/UR-415782,,
http://scholars.cornell.edu/individual/UR-253457,WOS:000301025300038,
http://scholars.cornell.edu/individual/UR-320013,WOS:000225775800024,15498960
http://scholars.cornell.edu/individual/UR-368339,WOS:000291003900004,
http://scholars.cornell.edu/individual/UR-330294,WOS:000179245600005,12460475
http://scholars.cornell.edu/individual/UR-443337,,
http://scholars.cornell.edu/individual/UR-324616,WOS:000242605300032,
http://scholars.cornell.edu/individual/UR-435554,WOS:000358817600004,
http://scholars.cornell.edu/individual/UR-276433,WOS:000207593903141,
http://scholars.cornell.edu/individual/UR-402054,WOS:000352228400026,25909022
http://scholars.cornell.edu/individual/UR-65536,,17280465
http://scholars.cornell.edu/individual/UR-415807,,
http://scholars.cornell.edu/individual/UR-52076,WOS:000238452800041,16794067
http://scholars.cornell.edu/individual/UR-456402,,
http://scholars.cornell.edu/individual/UR-310292,WOS:A1993LH22900017,
http://scholars.cornell.edu/individual/UR-250398,WOS:000186096000020,
http://scholars.cornell.edu/individual/UR-454706,,
http://scholars.cornell.edu/individual/UR-417322,,
http://scholars.cornell.edu/individual/UR-417990,,
http://scholars.cornell.edu/individual/UR-433667,WOS:000357435800039,
http://scholars.cornell.edu/individual/UR-456039,,
http://scholars.cornell.edu/individual/UR-297358,WOS:000236656300015,16569580
http://scholars.cornell.edu/individual/UR-361829,WOS:A1989U084900002,
http://scholars.cornell.edu/individual/UR-322718,WOS:000291982800033,
http://scholars.cornell.edu/individual/UR-302766,WOS:A1980KT01700010,
http://scholars.cornell.edu/individual/UR-361718,WOS:000079855800003,
http://scholars.cornell.edu/individual/UR-299324,WOS:000089028600017,
http://scholars.cornell.edu/individual/UR-350875,WOS:000082613300028,
http://scholars.cornell.edu/individual/UR-182191,WOS:000299159900010,22146397
http://scholars.cornell.edu/individual/UR-442847,,
http://scholars.cornell.edu/individual/UR-367387,WOS:000071184700039,
http://scholars.cornell.edu/individual/UR-287823,WOS:000277298000008,20346349
http://scholars.cornell.edu/individual/UR-416929,,
http://scholars.cornell.edu/individual/UR-180343,WOS:000295699500038,21950881
http://scholars.cornell.edu/individual/UR-86391,WOS:000279468300001,
http://scholars.cornell.edu/individual/UR-320141,WOS:000179348700005,
http://scholars.cornell.edu/individual/UR-370174,WOS:000289871200005,
http://scholars.cornell.edu/individual/UR-442387,,
http://scholars.cornell.edu/individual/UR-19467,WOS:000323891200001,
http://scholars.cornell.edu/individual/UR-252560,WOS:000076488200022,
http://scholars.cornell.edu/individual/UR-287818,WOS:000294107600025,21626719
http://scholars.cornell.edu/individual/UR-367787,WOS:000178194500013,
http://scholars.cornell.edu/individual/UR-92589,WOS:000307590700001,22962542
http://scholars.cornell.edu/individual/UR-134442,WOS:A1997XC70100045,9171062
http://scholars.cornell.edu/individual/UR-367359,WOS:000073623700070,
http://scholars.cornell.edu/individual/UR-453667,,
http://scholars.cornell.edu/individual/UR-78080,WOS:000274044200007,19898828
http://scholars.cornell.edu/individual/UR-339574,WOS:000250151900013,17873930
http://scholars.cornell.edu/individual/UR-453916,,
http://scholars.cornell.edu/individual/UR-452503,,
http://scholars.cornell.edu/individual/UR-417035,,
http://scholars.cornell.edu/individual/UR-367746,WOS:000243920200021,
http://scholars.cornell.edu/individual/UR-361043,WOS:000278171000051,
http://scholars.cornell.edu/individual/UR-454256,,
http://scholars.cornell.edu/individual/UR-367136,WOS:000336698500003,
http://scholars.cornell.edu/individual/UR-174730,WOS:000325301800016,
http://scholars.cornell.edu/individual/UR-417835,,
http://scholars.cornell.edu/individual/UR-416816,,
http://scholars.cornell.edu/individual/UR-448862,,
http://scholars.cornell.edu/individual/UR-369629,WOS:000221923400975,
http://scholars.cornell.edu/individual/UR-418139,,
http://scholars.cornell.edu/individual/UR-417394,,
http://scholars.cornell.edu/individual/UR-416362,,
http://scholars.cornell.edu/individual/UR-418047,,
http://scholars.cornell.edu/individual/UR-271242,WOS:A1990CP41500009,
http://scholars.cornell.edu/individual/UR-417105,,
http://scholars.cornell.edu/individual/UR-448613,,
http://scholars.cornell.edu/individual/UR-417665,,
http://scholars.cornell.edu/individual/UR-367777,WOS:000244610500024,
http://scholars.cornell.edu/individual/UR-252542,WOS:000228488800009,
http://scholars.cornell.edu/individual/UR-367598,WOS:000304489900056,
http://scholars.cornell.edu/individual/UR-272462,WOS:000255959500019,17725810
http://scholars.cornell.edu/individual/UR-394888,,
http://scholars.cornell.edu/individual/UR-453782,,
http://scholars.cornell.edu/individual/UR-417963,,
http://scholars.cornell.edu/individual/UR-416146,,
http://scholars.cornell.edu/individual/UR-417887,,
http://scholars.cornell.edu/individual/UR-28092,WOS:000178971300012,12373389
http://scholars.cornell.edu/individual/UR-369063,WOS:000233060600004,
http://scholars.cornell.edu/individual/UR-418449,,
http://scholars.cornell.edu/individual/UR-441397,,
http://scholars.cornell.edu/individual/UR-276435,WOS:000228177701298,
http://scholars.cornell.edu/individual/UR-98678,WOS:000182823900054,12786045
http://scholars.cornell.edu/individual/UR-226130,WOS:A1985AQT8700010,
http://scholars.cornell.edu/individual/UR-454880,,12006019
http://scholars.cornell.edu/individual/UR-369217,WOS:000292824000003,
