name,netId,art,wosId,pmId
"Wicker, Stephen B.",sbw11,http://scholars.cornell.edu/individual/UR-416922,,
"Wicker, Stephen B.",sbw11,http://scholars.cornell.edu/individual/UR-416912,,
"Wicker, Stephen B.",sbw11,http://scholars.cornell.edu/individual/UR-416928,,
"Wicker, Stephen B.",sbw11,http://scholars.cornell.edu/individual/UR-416911,,
"Wicker, Stephen B.",sbw11,http://scholars.cornell.edu/individual/UR-416909,,
"Wicker, Stephen B.",sbw11,http://scholars.cornell.edu/individual/UR-369704,WOS:A1997YG26900024,
"Wicker, Stephen B.",sbw11,http://scholars.cornell.edu/individual/UR-369718,WOS:000239058200004,
"Wicker, Stephen B.",sbw11,http://scholars.cornell.edu/individual/UR-17687,WOS:000223150700003,
"Wicker, Stephen B.",sbw11,http://scholars.cornell.edu/individual/UR-416921,,
"Wicker, Stephen B.",sbw11,http://scholars.cornell.edu/individual/UR-416918,,
"Wicker, Stephen B.",sbw11,http://scholars.cornell.edu/individual/UR-369705,WOS:000081994500002,
"Wicker, Stephen B.",sbw11,http://scholars.cornell.edu/individual/UR-369720,WOS:000087081200009,
"Wicker, Stephen B.",sbw11,http://scholars.cornell.edu/individual/UR-369728,WOS:000177638700002,
"Wicker, Stephen B.",sbw11,http://scholars.cornell.edu/individual/UR-416914,,
"Wicker, Stephen B.",sbw11,http://scholars.cornell.edu/individual/UR-369706,WOS:000257002500010,
"Wicker, Stephen B.",sbw11,http://scholars.cornell.edu/individual/UR-416858,,
"Wicker, Stephen B.",sbw11,http://scholars.cornell.edu/individual/UR-416916,,
"Wicker, Stephen B.",sbw11,http://scholars.cornell.edu/individual/UR-416932,,
"Wicker, Stephen B.",sbw11,http://scholars.cornell.edu/individual/UR-416908,,
"Wicker, Stephen B.",sbw11,http://scholars.cornell.edu/individual/UR-416929,,
"Wicker, Stephen B.",sbw11,http://scholars.cornell.edu/individual/UR-369708,WOS:000269392400006,
"Wicker, Stephen B.",sbw11,http://scholars.cornell.edu/individual/UR-369710,WOS:000080743800007,
"Wicker, Stephen B.",sbw11,http://scholars.cornell.edu/individual/UR-416931,,
"Wicker, Stephen B.",sbw11,http://scholars.cornell.edu/individual/UR-369727,WOS:000258913800002,
"Wicker, Stephen B.",sbw11,http://scholars.cornell.edu/individual/UR-416924,,
"Wicker, Stephen B.",sbw11,http://scholars.cornell.edu/individual/UR-418186,,
"Wicker, Stephen B.",sbw11,http://scholars.cornell.edu/individual/UR-416919,,
"Wicker, Stephen B.",sbw11,http://scholars.cornell.edu/individual/UR-416915,,
"Wicker, Stephen B.",sbw11,http://scholars.cornell.edu/individual/UR-416920,,
"Wicker, Stephen B.",sbw11,http://scholars.cornell.edu/individual/UR-416913,,
"Wicker, Stephen B.",sbw11,http://scholars.cornell.edu/individual/UR-369719,WOS:000227404400001,
"Wicker, Stephen B.",sbw11,http://scholars.cornell.edu/individual/UR-416923,,
"Wicker, Stephen B.",sbw11,http://scholars.cornell.edu/individual/UR-369713,WOS:A1996VX66700003,
"Wicker, Stephen B.",sbw11,http://scholars.cornell.edu/individual/UR-417358,,
"Wicker, Stephen B.",sbw11,http://scholars.cornell.edu/individual/UR-369722,WOS:000076437400020,
"Wicker, Stephen B.",sbw11,http://scholars.cornell.edu/individual/UR-369702,WOS:000223150700001,
"Wicker, Stephen B.",sbw11,http://scholars.cornell.edu/individual/UR-369725,WOS:000260463100008,
"Wicker, Stephen B.",sbw11,http://scholars.cornell.edu/individual/UR-369716,WOS:000079295800002,
"Wicker, Stephen B.",sbw11,http://scholars.cornell.edu/individual/UR-369721,WOS:000079295800001,
"Wicker, Stephen B.",sbw11,http://scholars.cornell.edu/individual/UR-17681,WOS:000205012700006,
"Wicker, Stephen B.",sbw11,http://scholars.cornell.edu/individual/UR-415272,,
"Wicker, Stephen B.",sbw11,http://scholars.cornell.edu/individual/UR-416925,,
"Wicker, Stephen B.",sbw11,http://scholars.cornell.edu/individual/UR-416917,,
"Wicker, Stephen B.",sbw11,http://scholars.cornell.edu/individual/UR-17689,WOS:000246862300018,
"Wicker, Stephen B.",sbw11,http://scholars.cornell.edu/individual/UR-416930,,
"Wicker, Stephen B.",sbw11,http://scholars.cornell.edu/individual/UR-416926,,
"Wicker, Stephen B.",sbw11,http://scholars.cornell.edu/individual/UR-369711,WOS:000307216600021,
"Wicker, Stephen B.",sbw11,http://scholars.cornell.edu/individual/UR-416927,,
"Wicker, Stephen B.",sbw11,http://scholars.cornell.edu/individual/UR-369703,WOS:000273441200005,
"Wicker, Stephen B.",sbw11,http://scholars.cornell.edu/individual/UR-369714,WOS:000085175800010,
"Wicker, Stephen B.",sbw11,http://scholars.cornell.edu/individual/UR-369712,WOS:000226063100001,
"Wicker, Stephen B.",sbw11,http://scholars.cornell.edu/individual/UR-416910,,
"Wicker, Stephen B.",sbw11,http://scholars.cornell.edu/individual/UR-369724,WOS:000188330000003,
"Wicker, Stephen B.",sbw11,http://scholars.cornell.edu/individual/UR-417903,,
"Wicker, Stephen B.",sbw11,http://scholars.cornell.edu/individual/UR-369730,WOS:000172133800016,
"Wicker, Stephen B.",sbw11,http://scholars.cornell.edu/individual/UR-369726,WOS:000177638700003,
"Bland, Robert Gary",rgb6,http://scholars.cornell.edu/individual/UR-416727,,
"Bland, Robert Gary",rgb6,http://scholars.cornell.edu/individual/UR-248311,WOS:A1989AC94200002,
"Bland, Robert Gary",rgb6,http://scholars.cornell.edu/individual/UR-248314,WOS:A1981LQ09900005,
"Bland, Robert Gary",rgb6,http://scholars.cornell.edu/individual/UR-415782,,
"Bland, Robert Gary",rgb6,http://scholars.cornell.edu/individual/UR-415784,,
"Bland, Robert Gary",rgb6,http://scholars.cornell.edu/individual/UR-248310,WOS:A1993LH68900012,
"Bland, Robert Gary",rgb6,http://scholars.cornell.edu/individual/UR-248316,WOS:A1981NA28800001,
"Bland, Robert Gary",rgb6,http://scholars.cornell.edu/individual/UR-248315,WOS:A1979HC30000002,
"Bland, Robert Gary",rgb6,http://scholars.cornell.edu/individual/UR-248312,WOS:A1988P406600008,
"Bland, Robert Gary",rgb6,http://scholars.cornell.edu/individual/UR-248309,WOS:A1992HL34000001,
"Bland, Robert Gary",rgb6,http://scholars.cornell.edu/individual/UR-248313,WOS:000255475400019,
"Bland, Robert Gary",rgb6,http://scholars.cornell.edu/individual/UR-415783,,
"Bland, Robert Gary",rgb6,http://scholars.cornell.edu/individual/UR-416726,,
"Ritz, Hadas",hr32,http://scholars.cornell.edu/individual/UR-418486,,
"Ritz, Hadas",hr32,http://scholars.cornell.edu/individual/UR-362821,WOS:000272724700004,
"Ritz, Hadas",hr32,http://scholars.cornell.edu/individual/UR-418485,,
"Richardson, Ruth E.",rer26,http://scholars.cornell.edu/individual/UR-396502,WOS:000350168700072,25714365
"Richardson, Ruth E.",rer26,http://scholars.cornell.edu/individual/UR-441423,WOS:000365061200008,26454174
"Richardson, Ruth E.",rer26,http://scholars.cornell.edu/individual/UR-17156,WOS:000270433700018,19650881
"Richardson, Ruth E.",rer26,http://scholars.cornell.edu/individual/UR-443818,WOS:000369550200043,26840425
"Richardson, Ruth E.",rer26,http://scholars.cornell.edu/individual/UR-415620,,
"Richardson, Ruth E.",rer26,http://scholars.cornell.edu/individual/UR-435829,WOS:000360897600046,26348330
"Richardson, Ruth E.",rer26,http://scholars.cornell.edu/individual/UR-415621,,
"Richardson, Ruth E.",rer26,http://scholars.cornell.edu/individual/UR-415622,,
"Richardson, Ruth E.",rer26,http://scholars.cornell.edu/individual/UR-261914,WOS:000309925400001,22823523
"Richardson, Ruth E.",rer26,http://scholars.cornell.edu/individual/UR-261919,,16833963
"Richardson, Ruth E.",rer26,http://scholars.cornell.edu/individual/UR-208660,WOS:000308260700022,22812668
"Richardson, Ruth E.",rer26,http://scholars.cornell.edu/individual/UR-17161,WOS:000243394400036,17098919
"Richardson, Ruth E.",rer26,http://scholars.cornell.edu/individual/UR-415235,,
"Richardson, Ruth E.",rer26,http://scholars.cornell.edu/individual/UR-383231,WOS:000356816900011,25389064
"Richardson, Ruth E.",rer26,http://scholars.cornell.edu/individual/UR-385334,WOS:000350029000024,25467924
"Richardson, Ruth E.",rer26,http://scholars.cornell.edu/individual/UR-261924,,12521292
"Richardson, Ruth E.",rer26,http://scholars.cornell.edu/individual/UR-134397,WOS:000317813400024,23363057
"Richardson, Ruth E.",rer26,http://scholars.cornell.edu/individual/UR-261922,,16294874
"Richardson, Ruth E.",rer26,http://scholars.cornell.edu/individual/UR-261916,WOS:000260429600028,18776027
"Richardson, Ruth E.",rer26,http://scholars.cornell.edu/individual/UR-261921,,12692536
"Richardson, Ruth E.",rer26,http://scholars.cornell.edu/individual/UR-261911,WOS:000318754600012,23511384
"Richardson, Ruth E.",rer26,http://scholars.cornell.edu/individual/UR-261913,WOS:000320829500019,23490446
"Richardson, Ruth E.",rer26,http://scholars.cornell.edu/individual/UR-371962,WOS:000341887100021,25063656
"Richardson, Ruth E.",rer26,http://scholars.cornell.edu/individual/UR-415167,,
"Richardson, Ruth E.",rer26,http://scholars.cornell.edu/individual/UR-261918,WOS:000252317700019,18284140
"Richardson, Ruth E.",rer26,http://scholars.cornell.edu/individual/UR-261923,,12099461
"Richardson, Ruth E.",rer26,http://scholars.cornell.edu/individual/UR-261920,WOS:000239780400045,16885302
"Richardson, Ruth E.",rer26,http://scholars.cornell.edu/individual/UR-261917,WOS:000257620000015,18754354
"Richardson, Ruth E.",rer26,http://scholars.cornell.edu/individual/UR-208661,WOS:000313220300048,23153046
"van der Meulen, Marjolein",mcv3,http://scholars.cornell.edu/individual/UR-5925,,
"van der Meulen, Marjolein",mcv3,http://scholars.cornell.edu/individual/UR-6881,,
"van der Meulen, Marjolein",mcv3,http://scholars.cornell.edu/individual/UR-6728,,
"van der Meulen, Marjolein",mcv3,http://scholars.cornell.edu/individual/UR-429044,WOS:000354624500002,25917136
"van der Meulen, Marjolein",mcv3,http://scholars.cornell.edu/individual/UR-6895,WOS:000312039100009,23021607
"van der Meulen, Marjolein",mcv3,http://scholars.cornell.edu/individual/UR-6727,,8274306
"van der Meulen, Marjolein",mcv3,http://scholars.cornell.edu/individual/UR-14030,WOS:000333678700015,24467727
"van der Meulen, Marjolein",mcv3,http://scholars.cornell.edu/individual/UR-415116,,
"van der Meulen, Marjolein",mcv3,http://scholars.cornell.edu/individual/UR-430715,WOS:000366395700006,26135074
"van der Meulen, Marjolein",mcv3,http://scholars.cornell.edu/individual/UR-5924,WOS:000236326202133,
"van der Meulen, Marjolein",mcv3,http://scholars.cornell.edu/individual/UR-383257,WOS:000345624800039,25391636
"van der Meulen, Marjolein",mcv3,http://scholars.cornell.edu/individual/UR-6273,WOS:000284627000018,20367497
"van der Meulen, Marjolein",mcv3,http://scholars.cornell.edu/individual/UR-6274,WOS:000287466300011,21074774
"van der Meulen, Marjolein",mcv3,http://scholars.cornell.edu/individual/UR-443329,,
"van der Meulen, Marjolein",mcv3,http://scholars.cornell.edu/individual/UR-6276,,
"van der Meulen, Marjolein",mcv3,http://scholars.cornell.edu/individual/UR-20640,WOS:000328598000001,23712442
"van der Meulen, Marjolein",mcv3,http://scholars.cornell.edu/individual/UR-7000,WOS:000319740600019,23436303
"van der Meulen, Marjolein",mcv3,http://scholars.cornell.edu/individual/UR-7035,WOS:000315637900064,23472121
"van der Meulen, Marjolein",mcv3,http://scholars.cornell.edu/individual/UR-6998,,22733959
"van der Meulen, Marjolein",mcv3,http://scholars.cornell.edu/individual/UR-6282,WOS:000281958800010,20576844
"van der Meulen, Marjolein",mcv3,http://scholars.cornell.edu/individual/UR-443330,,
"van der Meulen, Marjolein",mcv3,http://scholars.cornell.edu/individual/UR-396467,WOS:000358175500015,25707500
"van der Meulen, Marjolein",mcv3,http://scholars.cornell.edu/individual/UR-372643,WOS:000343195100001,25073031
"van der Meulen, Marjolein",mcv3,http://scholars.cornell.edu/individual/UR-401594,WOS:000351973600019,25579991
"van der Meulen, Marjolein",mcv3,http://scholars.cornell.edu/individual/UR-6229,,11502469
"van der Meulen, Marjolein",mcv3,http://scholars.cornell.edu/individual/UR-11798,WOS:000329773500010,24038209
"van der Meulen, Marjolein",mcv3,http://scholars.cornell.edu/individual/UR-6894,WOS:000314974600046,22958475
"van der Meulen, Marjolein",mcv3,http://scholars.cornell.edu/individual/UR-6999,,
"van der Meulen, Marjolein",mcv3,http://scholars.cornell.edu/individual/UR-20639,WOS:000338517700022,24577445
"van der Meulen, Marjolein",mcv3,http://scholars.cornell.edu/individual/UR-6776,WOS:000284133500001,20842676
"van der Meulen, Marjolein",mcv3,http://scholars.cornell.edu/individual/UR-415117,,
"van der Meulen, Marjolein",mcv3,http://scholars.cornell.edu/individual/UR-6806,,
"van der Meulen, Marjolein",mcv3,http://scholars.cornell.edu/individual/UR-381011,,25331046
"van der Meulen, Marjolein",mcv3,http://scholars.cornell.edu/individual/UR-415115,,
"van der Meulen, Marjolein",mcv3,http://scholars.cornell.edu/individual/UR-5925,,
"van der Meulen, Marjolein",mcv3,http://scholars.cornell.edu/individual/UR-6881,,
"van der Meulen, Marjolein",mcv3,http://scholars.cornell.edu/individual/UR-6728,,
"van der Meulen, Marjolein",mcv3,http://scholars.cornell.edu/individual/UR-429044,WOS:000354624500002,25917136
"van der Meulen, Marjolein",mcv3,http://scholars.cornell.edu/individual/UR-6895,WOS:000312039100009,23021607
"van der Meulen, Marjolein",mcv3,http://scholars.cornell.edu/individual/UR-6727,,8274306
"van der Meulen, Marjolein",mcv3,http://scholars.cornell.edu/individual/UR-14030,WOS:000333678700015,24467727
"van der Meulen, Marjolein",mcv3,http://scholars.cornell.edu/individual/UR-415116,,
"van der Meulen, Marjolein",mcv3,http://scholars.cornell.edu/individual/UR-430715,WOS:000366395700006,26135074
"van der Meulen, Marjolein",mcv3,http://scholars.cornell.edu/individual/UR-5924,WOS:000236326202133,
"van der Meulen, Marjolein",mcv3,http://scholars.cornell.edu/individual/UR-383257,WOS:000345624800039,25391636
"van der Meulen, Marjolein",mcv3,http://scholars.cornell.edu/individual/UR-6273,WOS:000284627000018,20367497
"van der Meulen, Marjolein",mcv3,http://scholars.cornell.edu/individual/UR-6274,WOS:000287466300011,21074774
"van der Meulen, Marjolein",mcv3,http://scholars.cornell.edu/individual/UR-443329,,
"van der Meulen, Marjolein",mcv3,http://scholars.cornell.edu/individual/UR-6276,,
"van der Meulen, Marjolein",mcv3,http://scholars.cornell.edu/individual/UR-20640,WOS:000328598000001,23712442
"van der Meulen, Marjolein",mcv3,http://scholars.cornell.edu/individual/UR-7000,WOS:000319740600019,23436303
"van der Meulen, Marjolein",mcv3,http://scholars.cornell.edu/individual/UR-7035,WOS:000315637900064,23472121
"van der Meulen, Marjolein",mcv3,http://scholars.cornell.edu/individual/UR-6998,,22733959
"van der Meulen, Marjolein",mcv3,http://scholars.cornell.edu/individual/UR-6282,WOS:000281958800010,20576844
"van der Meulen, Marjolein",mcv3,http://scholars.cornell.edu/individual/UR-443330,,
"van der Meulen, Marjolein",mcv3,http://scholars.cornell.edu/individual/UR-396467,WOS:000358175500015,25707500
"van der Meulen, Marjolein",mcv3,http://scholars.cornell.edu/individual/UR-372643,WOS:000343195100001,25073031
"van der Meulen, Marjolein",mcv3,http://scholars.cornell.edu/individual/UR-401594,WOS:000351973600019,25579991
"van der Meulen, Marjolein",mcv3,http://scholars.cornell.edu/individual/UR-6229,,11502469
"van der Meulen, Marjolein",mcv3,http://scholars.cornell.edu/individual/UR-11798,WOS:000329773500010,24038209
"van der Meulen, Marjolein",mcv3,http://scholars.cornell.edu/individual/UR-6894,WOS:000314974600046,22958475
"van der Meulen, Marjolein",mcv3,http://scholars.cornell.edu/individual/UR-6999,,
"van der Meulen, Marjolein",mcv3,http://scholars.cornell.edu/individual/UR-20639,WOS:000338517700022,24577445
"van der Meulen, Marjolein",mcv3,http://scholars.cornell.edu/individual/UR-6776,WOS:000284133500001,20842676
"van der Meulen, Marjolein",mcv3,http://scholars.cornell.edu/individual/UR-415117,,
"van der Meulen, Marjolein",mcv3,http://scholars.cornell.edu/individual/UR-6806,,
"van der Meulen, Marjolein",mcv3,http://scholars.cornell.edu/individual/UR-381011,,25331046
"van der Meulen, Marjolein",mcv3,http://scholars.cornell.edu/individual/UR-415115,,
"Suntivich, Jin",js2765,http://scholars.cornell.edu/individual/UR-299765,,21697876
"Suntivich, Jin",js2765,http://scholars.cornell.edu/individual/UR-299763,,22045408
"Suntivich, Jin",js2765,http://scholars.cornell.edu/individual/UR-299762,,22033519
"Suntivich, Jin",js2765,http://scholars.cornell.edu/individual/UR-417981,,
"Suntivich, Jin",js2765,http://scholars.cornell.edu/individual/UR-417984,,
"Suntivich, Jin",js2765,http://scholars.cornell.edu/individual/UR-417922,,
"Suntivich, Jin",js2765,http://scholars.cornell.edu/individual/UR-299764,,19206395
"Suntivich, Jin",js2765,http://scholars.cornell.edu/individual/UR-417982,,
"Olbricht, William Lee",wlo1,http://scholars.cornell.edu/individual/UR-247577,WOS:A1985ALR8000004,20568132
"Olbricht, William Lee",wlo1,http://scholars.cornell.edu/individual/UR-247562,WOS:000288312400006,21241713
"Olbricht, William Lee",wlo1,http://scholars.cornell.edu/individual/UR-19659,WOS:000289019300021,
"Olbricht, William Lee",wlo1,http://scholars.cornell.edu/individual/UR-310349,WOS:A1994PL69000002,
"Olbricht, William Lee",wlo1,http://scholars.cornell.edu/individual/UR-247564,WOS:000275738600025,20045610
"Olbricht, William Lee",wlo1,http://scholars.cornell.edu/individual/UR-361043,WOS:000278171000051,
"Olbricht, William Lee",wlo1,http://scholars.cornell.edu/individual/UR-361039,WOS:A1993LF07300023,
"Olbricht, William Lee",wlo1,http://scholars.cornell.edu/individual/UR-12117,WOS:000311463900022,22998056
"Olbricht, William Lee",wlo1,http://scholars.cornell.edu/individual/UR-417608,,
"Olbricht, William Lee",wlo1,http://scholars.cornell.edu/individual/UR-247578,WOS:A1987H670800022,2439099
"Olbricht, William Lee",wlo1,http://scholars.cornell.edu/individual/UR-361052,WOS:A1992HZ84200004,
"Olbricht, William Lee",wlo1,http://scholars.cornell.edu/individual/UR-361047,WOS:A1982NE14301351,
"Olbricht, William Lee",wlo1,http://scholars.cornell.edu/individual/UR-416597,,
"Olbricht, William Lee",wlo1,http://scholars.cornell.edu/individual/UR-361041,WOS:000186664000015,
"Olbricht, William Lee",wlo1,http://scholars.cornell.edu/individual/UR-416598,,
"Olbricht, William Lee",wlo1,http://scholars.cornell.edu/individual/UR-244078,WOS:000296507500098,22028924
"Olbricht, William Lee",wlo1,http://scholars.cornell.edu/individual/UR-247571,WOS:000251358300011,17920047
"Olbricht, William Lee",wlo1,http://scholars.cornell.edu/individual/UR-361045,WOS:A1985AFS4800002,
"Olbricht, William Lee",wlo1,http://scholars.cornell.edu/individual/UR-417087,,
"Olbricht, William Lee",wlo1,http://scholars.cornell.edu/individual/UR-361040,WOS:A1990DP20100026,
"Olbricht, William Lee",wlo1,http://scholars.cornell.edu/individual/UR-361042,WOS:A1996TR81500006,
"Olbricht, William Lee",wlo1,http://scholars.cornell.edu/individual/UR-361051,WOS:A1991GB21300017,
"Olbricht, William Lee",wlo1,http://scholars.cornell.edu/individual/UR-278457,WOS:000270329900479,
"Olbricht, William Lee",wlo1,http://scholars.cornell.edu/individual/UR-247566,WOS:000286550500005,20817185
"Olbricht, William Lee",wlo1,http://scholars.cornell.edu/individual/UR-247576,WOS:A1996VD53000003,8872249
"Olbricht, William Lee",wlo1,http://scholars.cornell.edu/individual/UR-361048,WOS:A1987K858500029,
"Olbricht, William Lee",wlo1,http://scholars.cornell.edu/individual/UR-416599,,
"Olbricht, William Lee",wlo1,http://scholars.cornell.edu/individual/UR-247568,WOS:000273061100039,19947748
"Olbricht, William Lee",wlo1,http://scholars.cornell.edu/individual/UR-247574,WOS:000237153900002,16476500
"Olbricht, William Lee",wlo1,http://scholars.cornell.edu/individual/UR-247573,WOS:000178777500011,12120502
"Olbricht, William Lee",wlo1,http://scholars.cornell.edu/individual/UR-247572,WOS:000239120700059,16848481
"Olbricht, William Lee",wlo1,http://scholars.cornell.edu/individual/UR-361038,WOS:A1984TB88300099,
"Olbricht, William Lee",wlo1,http://scholars.cornell.edu/individual/UR-361044,WOS:A1993LF07300022,
"Olbricht, William Lee",wlo1,http://scholars.cornell.edu/individual/UR-247565,WOS:000279682000004,20358289
"Olbricht, William Lee",wlo1,http://scholars.cornell.edu/individual/UR-361050,WOS:000234102900017,
"Olbricht, William Lee",wlo1,http://scholars.cornell.edu/individual/UR-244164,WOS:000267886400023,19353271
"Olbricht, William Lee",wlo1,http://scholars.cornell.edu/individual/UR-247567,WOS:000267258400021,19357381
"Olbricht, William Lee",wlo1,http://scholars.cornell.edu/individual/UR-247569,WOS:000261212600022,19045903
"Olbricht, William Lee",wlo1,http://scholars.cornell.edu/individual/UR-418168,,
"Olbricht, William Lee",wlo1,http://scholars.cornell.edu/individual/UR-247563,WOS:000294879800004,21031165
"Olbricht, William Lee",wlo1,http://scholars.cornell.edu/individual/UR-247575,WOS:A1987H257700006,3613985
"Butcher, Jonathan T.",jtb47,http://scholars.cornell.edu/individual/UR-52638,WOS:000299414700002,22271678
"Butcher, Jonathan T.",jtb47,http://scholars.cornell.edu/individual/UR-52629,WOS:000312392500019,23104848
"Butcher, Jonathan T.",jtb47,http://scholars.cornell.edu/individual/UR-418468,,
"Butcher, Jonathan T.",jtb47,http://scholars.cornell.edu/individual/UR-417633,,
"Butcher, Jonathan T.",jtb47,http://scholars.cornell.edu/individual/UR-52648,,21048670
"Butcher, Jonathan T.",jtb47,http://scholars.cornell.edu/individual/UR-371743,,25054122
"Butcher, Jonathan T.",jtb47,http://scholars.cornell.edu/individual/UR-434543,WOS:000358632100006,26027436
"Butcher, Jonathan T.",jtb47,http://scholars.cornell.edu/individual/UR-417632,,
"Butcher, Jonathan T.",jtb47,http://scholars.cornell.edu/individual/UR-52663,,15222296
"Butcher, Jonathan T.",jtb47,http://scholars.cornell.edu/individual/UR-417352,,
"Butcher, Jonathan T.",jtb47,http://scholars.cornell.edu/individual/UR-52656,WOS:000248373000019,17569640
"Butcher, Jonathan T.",jtb47,http://scholars.cornell.edu/individual/UR-52618,WOS:000329765500009,24425838
"Butcher, Jonathan T.",jtb47,http://scholars.cornell.edu/individual/UR-52662,,16293796
"Butcher, Jonathan T.",jtb47,http://scholars.cornell.edu/individual/UR-442837,,
"Butcher, Jonathan T.",jtb47,http://scholars.cornell.edu/individual/UR-52657,,17070513
"Butcher, Jonathan T.",jtb47,http://scholars.cornell.edu/individual/UR-415826,,
"Butcher, Jonathan T.",jtb47,http://scholars.cornell.edu/individual/UR-52630,WOS:000316815700004,23015540
"Butcher, Jonathan T.",jtb47,http://scholars.cornell.edu/individual/UR-52643,WOS:000292772400008,21761480
"Butcher, Jonathan T.",jtb47,http://scholars.cornell.edu/individual/UR-6879,,
"Butcher, Jonathan T.",jtb47,http://scholars.cornell.edu/individual/UR-52653,,18365571
"Butcher, Jonathan T.",jtb47,http://scholars.cornell.edu/individual/UR-442836,,
"Butcher, Jonathan T.",jtb47,http://scholars.cornell.edu/individual/UR-52635,WOS:000308638400011,22535311
"Butcher, Jonathan T.",jtb47,http://scholars.cornell.edu/individual/UR-52634,WOS:000306000500013,22695188
"Butcher, Jonathan T.",jtb47,http://scholars.cornell.edu/individual/UR-52654,WOS:000248373000016,17569641
"Butcher, Jonathan T.",jtb47,http://scholars.cornell.edu/individual/UR-17768,WOS:000208910500006,22366572
"Butcher, Jonathan T.",jtb47,http://scholars.cornell.edu/individual/UR-52652,WOS:000259913100012,18980092
"Butcher, Jonathan T.",jtb47,http://scholars.cornell.edu/individual/UR-52623,WOS:000322207700004,23648571
"Butcher, Jonathan T.",jtb47,http://scholars.cornell.edu/individual/UR-442838,WOS:000368321100018,26725196
"Butcher, Jonathan T.",jtb47,http://scholars.cornell.edu/individual/UR-252712,WOS:000331919700018,
"Butcher, Jonathan T.",jtb47,http://scholars.cornell.edu/individual/UR-442835,,
"Butcher, Jonathan T.",jtb47,http://scholars.cornell.edu/individual/UR-17767,WOS:000208910500017,22386586
"Butcher, Jonathan T.",jtb47,http://scholars.cornell.edu/individual/UR-52620,WOS:000331975400013,23982279
"Butcher, Jonathan T.",jtb47,http://scholars.cornell.edu/individual/UR-52637,WOS:000302989700006,22281945
"Butcher, Jonathan T.",jtb47,http://scholars.cornell.edu/individual/UR-417609,,
"Butcher, Jonathan T.",jtb47,http://scholars.cornell.edu/individual/UR-52644,,21248687
"Butcher, Jonathan T.",jtb47,http://scholars.cornell.edu/individual/UR-377962,,25245686
"Butcher, Jonathan T.",jtb47,http://scholars.cornell.edu/individual/UR-418178,,
"Butcher, Jonathan T.",jtb47,http://scholars.cornell.edu/individual/UR-52651,,18375575
"Butcher, Jonathan T.",jtb47,http://scholars.cornell.edu/individual/UR-417856,,
"Butcher, Jonathan T.",jtb47,http://scholars.cornell.edu/individual/UR-52640,,21792386
"Butcher, Jonathan T.",jtb47,http://scholars.cornell.edu/individual/UR-52655,WOS:000246727000017,17478728
"Butcher, Jonathan T.",jtb47,http://scholars.cornell.edu/individual/UR-417611,,
"Butcher, Jonathan T.",jtb47,http://scholars.cornell.edu/individual/UR-441414,WOS:000365560300002,26483167
"Butcher, Jonathan T.",jtb47,http://scholars.cornell.edu/individual/UR-52658,,17245398
"Butcher, Jonathan T.",jtb47,http://scholars.cornell.edu/individual/UR-417877,,
"Butcher, Jonathan T.",jtb47,http://scholars.cornell.edu/individual/UR-441413,WOS:000364982000012,26188246
"Butcher, Jonathan T.",jtb47,http://scholars.cornell.edu/individual/UR-393273,WOS:000363924700004,25594437
"Butcher, Jonathan T.",jtb47,http://scholars.cornell.edu/individual/UR-52633,WOS:000306675400015,22645860
"Butcher, Jonathan T.",jtb47,http://scholars.cornell.edu/individual/UR-52642,WOS:000292433000006,21281685
"Butcher, Jonathan T.",jtb47,http://scholars.cornell.edu/individual/UR-52659,,17013892
"Butcher, Jonathan T.",jtb47,http://scholars.cornell.edu/individual/UR-52622,WOS:000323321600004,23897595
"Butcher, Jonathan T.",jtb47,http://scholars.cornell.edu/individual/UR-52639,WOS:000302040800022,22169154
"Butcher, Jonathan T.",jtb47,http://scholars.cornell.edu/individual/UR-376211,WOS:000347082600002,25191277
"Butcher, Jonathan T.",jtb47,http://scholars.cornell.edu/individual/UR-52617,WOS:000331686100005,24356423
"Butcher, Jonathan T.",jtb47,http://scholars.cornell.edu/individual/UR-52664,,15117733
"Butcher, Jonathan T.",jtb47,http://scholars.cornell.edu/individual/UR-52649,WOS:000283899600009,20629541
"Butcher, Jonathan T.",jtb47,http://scholars.cornell.edu/individual/UR-52631,WOS:000310082200007,22869343
"Butcher, Jonathan T.",jtb47,http://scholars.cornell.edu/individual/UR-52625,WOS:000323133600001,23636927
"Butcher, Jonathan T.",jtb47,http://scholars.cornell.edu/individual/UR-417610,,
"Butcher, Jonathan T.",jtb47,http://scholars.cornell.edu/individual/UR-52614,WOS:000342829000018,24898772
"Butcher, Jonathan T.",jtb47,http://scholars.cornell.edu/individual/UR-417351,,
"Butcher, Jonathan T.",jtb47,http://scholars.cornell.edu/individual/UR-52660,,16674302
"Butcher, Jonathan T.",jtb47,http://scholars.cornell.edu/individual/UR-52647,WOS:000285887900003,21181939
"Pepiot, Perrine",pp427,http://scholars.cornell.edu/individual/UR-391829,WOS:000346069300038,
"Pepiot, Perrine",pp427,http://scholars.cornell.edu/individual/UR-441780,WOS:000366651400032,
"Pepiot, Perrine",pp427,http://scholars.cornell.edu/individual/UR-443344,WOS:000355383200005,
"Pepiot, Perrine",pp427,http://scholars.cornell.edu/individual/UR-397598,WOS:000351794100026,
"Pepiot, Perrine",pp427,http://scholars.cornell.edu/individual/UR-397599,,
